provider_id,doc_comm_bad,doc_com_ok,doc_com_good,help_timingbad,help_timing_ok,help_timing_good,pain_ctrl_bad,pain_ctrl_ok,pain_ctrl_good,quiet_no,quiet_usu,quiet_always,recovery_info_yes,recovery_info_no,rating_low,rating_mid,rating_high,recommend_no,recommend_ok,recommend_y,num_surveys,survey_response_rate
141340,0.00,0.14,0.86,0.08,0.22,0.70,0.05,0.24,0.71,0.06,0.24,0.70,0.89,0.11,0.08,0.21,0.71,0.06,0.25,0.69,Between 100 and 299,0.34
141341,,,,,,,,,,,,,,,,,,,,,Not Available,
141342,0.01,0.10,0.89,0.04,0.19,0.77,0.06,0.16,0.78,0.05,0.24,0.71,0.87,0.13,0.03,0.21,0.76,0.03,0.31,0.66,Between 100 and 299,0.34
141343,0.01,0.13,0.86,0.03,0.22,0.75,0.04,0.18,0.78,0.06,0.31,0.63,0.87,0.13,0.06,0.22,0.72,0.03,0.34,0.63,Between 100 and 299,0.27
141344,,,,,,,,,,,,,,,,,,,,,Not Available,
141345,0.02,0.11,0.87,0.05,0.18,0.77,0.02,0.25,0.73,0.09,0.33,0.58,0.85,0.15,0.06,0.24,0.70,0.03,0.27,0.70,Between 100 and 299,0.38
141346,,,,,,,,,,,,,,,,,,,,,Not Available,
141347,0.01,0.12,0.87,0.01,0.16,0.83,0.06,0.15,0.79,0.06,0.27,0.67,0.73,0.27,0.05,0.17,0.78,0.00,0.27,0.73,Fewer than 100,0.29
141348,0.02,0.12,0.86,0.07,0.27,0.66,0.09,0.24,0.67,0.08,0.27,0.65,0.90,0.10,0.08,0.21,0.71,0.03,0.34,0.63,Between 100 and 299,0.30
141349,0.07,0.15,0.78,0.06,0.26,0.68,0.04,0.22,0.74,0.10,0.34,0.56,0.92,0.08,0.12,0.27,0.61,0.07,0.39,0.54,Between 100 and 299,0.39
141350,0.02,0.09,0.89,0.09,0.24,0.67,0.06,0.23,0.71,0.06,0.27,0.67,0.81,0.19,0.06,0.21,0.73,0.01,0.31,0.68,Between 100 and 299,0.34
141351,,,,,,,,,,,,,,,,,,,,,Not Available,
