provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
520207,14,Not Available,Not Available,Not Available,712,0.32,0,0.75,313,3.75
42011F,,,,,,,,,,
520109,4,Not Available,Not Available,Not Available,1521,0.31,0,0.72,222,4.44
450795,5,Not Available,Not Available,Not Available,860,0.31,0,0.72,208,3.96
110191,53,115.16,70.73,159.59,7773,0.21,0,0.5,1584,3.05
241303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450085,3,Not Available,Not Available,Not Available,1049,0.32,0,0.75,62,4.39
400115,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
441305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450007,59,136.9,90.82,182.98,5164,0.29,0,0.64,1385,2.67
450107,144,155.47,121.11,189.83,13287,0.39,0.15,0.63,3955,4.86
510071,27,100.25,51.58,148.92,6117,0.2,0,0.53,985,4.53
50054,8,Not Available,Not Available,Not Available,1664,0.37,0,0.76,136,4.11
240101,19,Not Available,Not Available,Not Available,1492,0.31,0,0.72,452,3.68
240043,12,Not Available,Not Available,Not Available,1766,0.3,0,0.71,443,2.1
440175,5,Not Available,Not Available,Not Available,2872,0.28,0,0.67,129,6.56
330164,140,164.44,127.69,201.19,10194,0.32,0.03,0.61,3482,3.98
140127,86,150.66,110.52,190.8,7329,0.39,0.1,0.68,2255,6.76
321306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
491307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50225,61,97.85,53.61,142.09,4671,0.51,0.2,0.82,1137,2.89
51310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
521304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340186,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330406,Not Available,Not Available,Not Available,Not Available,823,0.34,0,0.77,Not Available,Not Available
271304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450749,Not Available,Not Available,Not Available,Not Available,690,0.33,0,0.76,3,Not Available
450296,7,Not Available,Not Available,Not Available,1962,0.3,0,0.71,130,3.93
100154,73,121.95,80.89,163.01,7391,0.19,0,0.46,2523,4.04
670056,39,129.1,83.18,175.02,2178,0.26,0,0.65,431,4.11
450651,129,144.65,108.86,180.44,8250,0.25,0,0.54,2355,5.69
310054,80,128.48,90.57,166.39,9652,0.49,0.22,0.76,2000,5.31
10063F,,,,,,,,,,
360052,196,116.17,85.67,146.67,16543,0.43,0.19,0.67,4278,5.89
50534,33,115.03,65.7,164.36,3324,0.41,0.04,0.78,1359,3.14
441308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320005,99,131.91,93.73,170.09,7288,0.2,0,0.49,2193,2.2
390073,205,133.79,102.06,165.52,14461,0.4,0.16,0.64,4743,3.97
20003F,,,,,,,,,,
471301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110100,Not Available,Not Available,Not Available,Not Available,999,0.33,0,0.76,5,Not Available
341325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190039,93,115.87,77.61,154.13,8739,0.25,0,0.54,2423,3.91
231303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
60044,7,Not Available,Not Available,Not Available,922,0.32,0,0.75,175,4.29
330404,Not Available,Not Available,Not Available,Not Available,1516,0.33,0,0.76,Not Available,Not Available
190086,52,115.75,72.51,158.99,4962,0.28,0,0.61,689,6.11
490027,3,Not Available,Not Available,Not Available,1911,0.28,0,0.67,168,3.83
100034,230,111.11,82.51,139.71,13962,0.61,0.37,0.85,5227,3.02
450241,Not Available,Not Available,Not Available,Not Available,381,0.34,0,0.77,Not Available,Not Available
520035,28,110.35,60.66,160.04,2831,0.33,0,0.7,858,3.45
670063,Not Available,Not Available,Not Available,Not Available,131,0.34,0,0.77,78,4.36
171371,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50457,77,126.77,85.43,168.11,5287,0.39,0.06,0.72,2131,5.61
450840,15,Not Available,Not Available,Not Available,1639,0.3,0,0.71,348,5.08
241329,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
51304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330197,28,114.16,65,163.32,2708,0.53,0.16,0.9,487,2.87
100025,245,106.96,78.7,135.22,15819,0.41,0.19,0.63,6423,3.15
150172,Not Available,Not Available,Not Available,Not Available,301,0.33,0,0.76,298,3.63
150057,40,101.25,50.41,152.09,3209,0.28,0,0.67,2170,1.69
340084,Not Available,Not Available,Not Available,Not Available,1003,0.32,0,0.73,38,5.53
100224,27,107.94,58.86,157.02,5563,0.24,0,0.55,955,3.4
361319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450713,146,134.33,100.32,168.34,10643,0.27,0.02,0.52,2967,5.32
360039,140,89.38,54,124.76,12291,0.49,0.24,0.74,3457,2.53
160153,167,102.15,71.55,132.75,8992,0.31,0.04,0.58,3122,1.56
451310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100137,74,100.49,58.04,142.94,7907,0.36,0.05,0.67,2092,4.15
100253,76,100.9,61.46,140.34,8734,0.18,0,0.45,2649,6.18
150005,28,119.97,70.85,169.09,3851,0.34,0,0.71,819,4.05
351326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50030,49,141.7,99.42,183.98,7837,0.2,0,0.49,1015,3.58
210013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450711,99,111.15,73.77,148.53,9170,0.27,0,0.56,2226,5.42
461300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330239,31,95.02,47.59,142.45,4394,0.38,0.07,0.69,712,3.85
161337,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
490135,,,,,,,,,,
111329,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100246,176,125.58,94.57,156.59,9833,0.44,0.17,0.71,2598,7.57
310061,46,156.17,111.11,201.23,5773,0.33,0,0.66,900,6.35
490009,387,135.77,111.6,159.94,17663,0.56,0.34,0.78,8674,6.95
321302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
160082,204,120.81,89.14,152.48,16477,0.36,0.14,0.58,7605,2.86
200025,4,Not Available,Not Available,Not Available,1329,0.51,0.1,0.92,161,3.62
440180,7,Not Available,Not Available,Not Available,1505,0.31,0,0.72,100,4.06
410008,29,104.54,54.64,154.44,3420,0.24,0,0.61,896,2.44
371322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190011,3,Not Available,Not Available,Not Available,1096,0.31,0,0.72,52,4.4
140115,22,Not Available,Not Available,Not Available,3869,0.24,0,0.61,253,5.55
161347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190111,333,124.31,97.81,150.81,24406,0.16,0,0.34,7546,4.47
50690,40,101.13,56.74,145.52,3725,0.3,0,0.65,1018,5.91
231318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
111302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
261324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370201,Not Available,Not Available,Not Available,Not Available,172,0.34,0,0.77,164,4
431325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
231320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
130018,106,137.58,102.55,172.61,5423,0.29,0,0.6,2102,2.32
100139,Not Available,Not Available,Not Available,Not Available,382,0.34,0,0.77,Not Available,Not Available
450855,54,98.38,55.61,141.15,3783,0.27,0,0.6,1467,3.56
520177,285,117.28,89.64,144.92,17971,0.52,0.28,0.76,5599,6.61
140208,409,111.12,88.82,133.42,26414,0.38,0.2,0.56,8658,4.79
170075,Not Available,Not Available,Not Available,Not Available,314,0.34,0,0.77,Not Available,Not Available
261314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340023,63,89.37,44.62,134.12,2768,0.26,0,0.63,591,8.08
340041,57,100.45,55.55,145.35,3140,0.25,0,0.62,869,3.74
191301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
180002,15,Not Available,Not Available,Not Available,3281,0.27,0,0.66,157,6.33
330154,,,,,,,,,,
291312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390112,7,Not Available,Not Available,Not Available,1044,0.41,0,0.82,160,4.87
230254,136,96.18,59.45,132.91,9966,0.53,0.26,0.8,3126,3.62
110201,50,102.88,53.12,152.64,2745,0.37,0,0.76,886,7.72
450808,Not Available,Not Available,Not Available,Not Available,344,0.34,0,0.77,332,3.61
140292,17,Not Available,Not Available,Not Available,3209,0.23,0,0.58,291,3.49
100076,4,Not Available,Not Available,Not Available,3446,0.22,0,0.57,374,2.93
310086,116,118.63,83.55,153.71,23594,0.29,0.07,0.51,3067,3.69
140064,32,117.59,69.02,166.16,3836,0.38,0.03,0.73,812,2.53
300014,26,99.78,51.23,148.33,3354,0.25,0,0.62,662,6.89
261310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
440141,Not Available,Not Available,Not Available,Not Available,881,0.33,0,0.76,5,Not Available
421300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100176,127,69.88,32.42,107.34,9047,0.19,0,0.44,3144,5.9
190177,85,141.45,101.72,181.18,3707,0.3,0,0.61,1256,2.99
270086,Not Available,Not Available,Not Available,Not Available,504,0.33,0,0.76,418,2.93
330354,,,,,,,,,,
380089,36,116.56,70.15,162.97,4174,0.28,0,0.61,1396,2.78
521319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
490088,Not Available,Not Available,Not Available,Not Available,1511,0.42,0.01,0.83,79,4.23
230236,89,127.77,87.79,167.75,7241,0.22,0,0.51,2283,2.52
50738,3,Not Available,Not Available,Not Available,1184,0.27,0,0.66,64,4.3
450163,10,Not Available,Not Available,Not Available,2677,0.27,0,0.66,241,3.53
340127,19,Not Available,Not Available,Not Available,2112,0.38,0,0.77,433,6.38
60003,45,106.95,60.73,153.17,5009,0.32,0.01,0.63,1520,2.3
450330,33,124.12,75.34,172.9,3465,0.32,0,0.69,602,6.16
490005,281,128.87,101.35,156.39,19119,0.38,0.16,0.6,5883,2.86
450154,13,Not Available,Not Available,Not Available,2330,0.26,0,0.63,445,3.44
450032,28,112.22,63.71,160.73,2655,0.33,0,0.7,384,3.77
241366,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100045,12,Not Available,Not Available,Not Available,5497,0.2,0,0.53,961,3.38
450148,16,Not Available,Not Available,Not Available,2659,0.28,0,0.67,581,6.06
141332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370172,Not Available,Not Available,Not Available,Not Available,403,0.34,0,0.77,14,Not Available
36003F,,,,,,,,,,
511304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
191312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340147,77,126.58,84.44,168.72,11801,0.33,0.06,0.6,1951,3.1
230030,25,100.47,51.9,149.04,4236,0.37,0.02,0.72,886,2.56
330037,5,Not Available,Not Available,Not Available,1187,0.3,0,0.71,137,3.98
330277,10,Not Available,Not Available,Not Available,3750,0.25,0,0.62,431,4.35
430012,40,120.05,73.6,166.5,3450,0.24,0,0.61,932,1.96
431321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330201,42,106.73,65.43,148.03,7455,0.2,0,0.49,890,4.13
450638,125,83.03,48.06,118,9436,0.48,0.21,0.75,2480,5.87
450079,73,118.38,77.02,159.74,6227,0.35,0.04,0.66,1574,4.54
161318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50760,Not Available,Not Available,Not Available,Not Available,668,0.32,0,0.75,112,5.28
110189,11,Not Available,Not Available,Not Available,2177,0.3,0,0.71,397,3.32
430008,4,Not Available,Not Available,Not Available,1051,0.32,0,0.73,110,4.05
280040,246,68.79,39.37,98.21,12284,0.38,0.13,0.63,5357,3.95
310028,76,111.08,72.31,149.85,6967,0.3,0,0.61,878,2.62
100081,3,Not Available,Not Available,Not Available,1202,0.32,0,0.73,72,4.39
390056,Not Available,Not Available,Not Available,Not Available,1551,0.42,0.01,0.83,195,3.73
23011F,,,,,,,,,,
450827,17,Not Available,Not Available,Not Available,1712,0.3,0,0.71,873,3.38
370103,Not Available,Not Available,Not Available,Not Available,668,0.33,0,0.76,5,Not Available
520011,12,Not Available,Not Available,Not Available,1952,0.3,0,0.71,580,2.31
150175,37,120.04,71.94,168.14,1345,0.46,0.11,0.81,738,3.15
150010,74,120.08,79.47,160.69,4197,0.21,0,0.54,933,5.12
261327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450010,190,105.16,74.04,136.28,12706,0.33,0.09,0.57,3692,2.45
370083,3,Not Available,Not Available,Not Available,1090,0.33,0,0.76,36,4.52
460017,7,Not Available,Not Available,Not Available,354,0.33,0,0.76,161,3.84
190175,12,Not Available,Not Available,Not Available,1559,0.28,0,0.67,280,4.41
151311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
151319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
500019,30,113.82,64.62,163.02,4176,0.34,0,0.71,921,2.73
370018,53,125.33,80.94,169.72,5023,0.43,0.12,0.74,1582,2.55
100142,27,111.06,62.73,159.39,3077,0.26,0,0.65,304,5.2
300001,92,91.22,49.45,132.99,10429,0.51,0.24,0.78,3210,2.94
381311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420062,6,Not Available,Not Available,Not Available,2130,0.4,0,0.81,184,6.31
261328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230004,156,109.65,74.1,145.2,10398,0.33,0.06,0.6,4158,4.03
111303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450379,19,Not Available,Not Available,Not Available,1506,0.27,0,0.66,454,3.72
360271,Not Available,Not Available,Not Available,Not Available,31,0.34,0,0.77,30,4.56
70021,29,121.17,71.82,170.52,4136,0.46,0.11,0.81,584,5.47
440184,5,Not Available,Not Available,Not Available,1562,0.3,0,0.71,146,4.01
440186,3,Not Available,Not Available,Not Available,1247,0.32,0,0.75,32,4.43
171343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70035,131,102.78,66.36,139.2,15184,0.52,0.27,0.77,2919,5.1
531312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50586,34,105.37,65.03,145.71,4523,0.21,0,0.5,349,2.59
431335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150042,66,126.62,84.03,169.21,6698,0.17,0,0.48,1425,3.31
390318,4,Not Available,Not Available,Not Available,522,0.32,0,0.75,329,2.97
370222,131,88.47,40.84,136.1,3023,0.29,0,0.68,2877,6.72
241342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420102,21,Not Available,Not Available,Not Available,1074,0.32,0,0.75,1065,3.47
240036,236,89.1,59.66,118.54,20255,0.64,0.44,0.84,7783,2.24
171361,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
201304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310011,78,126.17,87.6,164.74,9460,0.37,0.08,0.66,1402,2.33
150112,89,86.94,47.54,126.34,7245,0.17,0,0.48,2176,2.03
150037,31,139.74,90.21,189.27,3038,0.32,0,0.69,679,4.42
140001,8,Not Available,Not Available,Not Available,1926,0.29,0,0.7,349,2.94
251325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
101307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210002,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161370,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
231306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
111309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450028,60,104.32,63.53,145.11,4870,0.39,0.06,0.72,950,3.1
450347,28,83.35,35.76,130.94,2908,0.27,0,0.66,525,3.26
70007,105,124.04,85.47,162.61,11752,0.18,0,0.45,2218,3.45
390032,30,100.99,50.28,151.7,4892,0.21,0,0.54,643,10.51
131320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
210055,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
521309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
520136,102,94.2,57.63,130.77,6948,0.45,0.18,0.72,2023,3.77
371318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281350,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
360125,13,Not Available,Not Available,Not Available,3872,0.51,0.16,0.86,501,3.31
140049,90,94.59,58.47,130.71,5624,0.44,0.13,0.75,1332,2.87
33009F,,,,,,,,,,
440110,15,Not Available,Not Available,Not Available,1591,0.52,0.11,0.93,156,4.87
340183,44,92.07,45.3,138.84,3661,0.25,0,0.62,886,2.04
420091,152,158.26,122.43,194.09,12712,0.2,0,0.45,3599,5.89
100053,56,82.95,45.69,120.21,6074,0.18,0,0.49,1084,2.73
70010,136,137.07,100.12,174.02,10567,0.29,0.04,0.54,2993,8.31
500088,97,110.98,74.35,147.61,10231,0.28,0.01,0.55,3248,5.19
100287,87,107.43,68.19,146.67,6855,0.28,0,0.59,1754,5.82
510013,15,Not Available,Not Available,Not Available,2006,0.26,0,0.65,270,2.56
360081,59,95.22,51.69,138.75,6241,0.51,0.2,0.82,1146,4.15
161368,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
250077,11,Not Available,Not Available,Not Available,1903,0.41,0,0.82,92,5.38
111326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
501315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
51302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
431315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
310034,75,129.35,88.76,169.94,10376,0.2,0,0.45,2471,2.66
300029,69,101.49,61.02,141.96,5008,0.39,0.06,0.72,2089,3.23
220073,50,136.22,89.79,182.65,7541,0.34,0.03,0.65,1051,5.04
161346,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450871,7,Not Available,Not Available,Not Available,594,0.33,0,0.76,592,2.59
400007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
260070,5,Not Available,Not Available,Not Available,1939,0.3,0,0.71,66,4.36
450698,Not Available,Not Available,Not Available,Not Available,565,0.34,0,0.77,Not Available,Not Available
361300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110050,Not Available,Not Available,Not Available,Not Available,668,0.32,0,0.75,26,4.55
171372,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161305,,,,,,,,,,
490063,528,129.31,109.08,149.54,21992,0.8,0.62,0.98,8551,5.41
360145,107,96.14,57.19,135.09,10935,0.22,0,0.49,2738,3.82
241318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
230053,382,129.79,105.74,153.84,27764,0.72,0.52,0.92,7480,10.53
171315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100211,29,139.27,91.47,187.07,2796,0.51,0.14,0.88,595,3.45
310050,78,94.89,54.77,135.01,11688,0.25,0,0.5,2310,5.14
400011,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
501318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190135,16,Not Available,Not Available,Not Available,2407,0.34,0,0.71,543,6.38
330181,67,96.36,53.95,138.77,8216,0.25,0,0.54,1953,8.43
251333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50030F,,,,,,,,,,
161317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190270,11,Not Available,Not Available,Not Available,679,0.33,0,0.76,689,2.98
410012,146,141.94,109.72,174.16,12859,0.22,0,0.47,3926,3.19
290039,145,152.05,118.12,185.98,12262,0.26,0.02,0.5,3009,4.13
230041,138,87.42,52.77,122.07,15809,0.35,0.13,0.57,5821,2.07
180095,Not Available,Not Available,Not Available,Not Available,1677,0.31,0,0.72,31,4.53
260104,230,120.17,90.34,150,16646,0.51,0.27,0.75,5006,5.27
351311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220033,81,75.76,34.68,116.84,11652,0.35,0.06,0.64,1851,3.7
430089,4,Not Available,Not Available,Not Available,744,0.33,0,0.76,734,2.38
161377,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450677,83,91.82,51.11,132.53,6361,0.55,0.24,0.86,1415,4.64
440020,Not Available,Not Available,Not Available,Not Available,1505,0.31,0,0.72,68,4.25
461305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
231330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
141346,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
161325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370215,263,132.18,102.53,161.83,8870,0.5,0.28,0.72,5464,1.39
440070,Not Available,Not Available,Not Available,Not Available,1195,0.33,0,0.76,Not Available,Not Available
240038,226,129.43,99.68,159.18,16270,0.34,0.12,0.56,5587,4.06
140239,158,111.31,77.99,144.63,9334,0.31,0.02,0.6,2858,2.96
43002F,,,,,,,,,,
170166,Not Available,Not Available,Not Available,Not Available,1062,0.33,0,0.76,19,Not Available
390204,32,163.08,118.74,207.42,7014,0.44,0.15,0.73,1106,5.81
260096,234,94.11,64.12,124.1,17895,0.13,0,0.37,5380,4.79
230058,17,Not Available,Not Available,Not Available,3851,0.26,0,0.65,486,2.57
37014F,,,,,,,,,,
281352,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171337,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
391309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
05114F,,,,,,,,,,
240069,15,Not Available,Not Available,Not Available,1302,0.32,0,0.73,312,4.2
110129,163,103.29,68.38,138.2,12120,0.21,0,0.46,3743,4.11
201311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
390256,294,135.68,109.2,162.16,14187,0.39,0.14,0.64,6121,5.97
70004,17,Not Available,Not Available,Not Available,2186,0.28,0,0.67,337,4.3
260180,136,149.15,117.16,181.14,12188,0.59,0.34,0.84,2761,5.81
260068,271,108.17,81.44,134.9,15955,0.42,0.2,0.64,7601,4.72
450661,23,Not Available,Not Available,Not Available,2193,0.55,0.16,0.94,869,2.79
531302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330270,323,57.73,19.27,96.19,11898,0.26,0,0.59,11685,5.06
390231,235,96.71,69.52,123.9,23908,0.36,0.16,0.56,6013,5.58
450774,Not Available,Not Available,Not Available,Not Available,329,0.34,0,0.77,317,4.57
49010F,,,,,,,,,,
260078,54,97.81,53.91,141.71,4305,0.3,0,0.65,814,3.93
171317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
231300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
250097,59,117.85,72.4,163.3,5302,0.19,0,0.5,1404,4.99
340049,5,Not Available,Not Available,Not Available,1157,0.32,0,0.75,1133,2.45
351308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340028,280,121.73,93.96,149.5,21346,0.37,0.15,0.59,5306,5.26
330219,125,151.69,115.8,187.58,7010,0.43,0.14,0.72,2333,3.98
250122,9,Not Available,Not Available,Not Available,3492,0.24,0,0.61,351,4.1
140240,57,92.72,49.95,135.49,3467,0.31,0,0.66,789,4.59
150082,322,91.99,66.53,117.45,21889,0.43,0.21,0.65,5846,4.15
350015,127,112.69,77.94,147.44,6420,0.45,0.16,0.74,2731,5.09
450135,377,136.49,113.05,159.93,25108,0.19,0.01,0.37,8364,5.92
