drg_id,drg_def,provider_id,provider_name,total_discharges,avg_covered_charges,avg_total_payments
293,293 - HEART FAILURE & SHOCK W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,35,15532.25714,4419.428571
300,300 - PERIPHERAL VASCULAR DISORDERS W CC,140091,CARLE FOUNDATION HOSPITAL,11,49525.54545,6832.090909
303,303 - ATHEROSCLEROSIS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,15,15766.8,5479.866667
305,305 - HYPERTENSION W/O MCC,140091,CARLE FOUNDATION HOSPITAL,21,22766.66667,4082.619048
308,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,140091,CARLE FOUNDATION HOSPITAL,41,34493.5122,10011.26829
309,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,140091,CARLE FOUNDATION HOSPITAL,59,21118.25424,5523
310,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,59,15242.64407,4301.271186
312,312 - SYNCOPE & COLLAPSE,140091,CARLE FOUNDATION HOSPITAL,70,19769.45714,4732.071429
313,313 - CHEST PAIN,140091,CARLE FOUNDATION HOSPITAL,48,18709.85417,4041.083333
314,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,140091,CARLE FOUNDATION HOSPITAL,46,51801.69565,12317.69565
315,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,140091,CARLE FOUNDATION HOSPITAL,29,37821.89655,6474.482759
329,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,140091,CARLE FOUNDATION HOSPITAL,31,115986.8065,34944.87097
330,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,140091,CARLE FOUNDATION HOSPITAL,34,61055.02941,18254.20588
372,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,140091,CARLE FOUNDATION HOSPITAL,26,29836.03846,8296.038462
377,377 - G.I. HEMORRHAGE W MCC,140091,CARLE FOUNDATION HOSPITAL,39,43134.92308,11602.17949
378,378 - G.I. HEMORRHAGE W CC,140091,CARLE FOUNDATION HOSPITAL,61,25758.85246,6734.786885
389,389 - G.I. OBSTRUCTION W CC,140091,CARLE FOUNDATION HOSPITAL,24,23144.45833,6638.791667
390,390 - G.I. OBSTRUCTION W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,16,15750.0625,4131.625
391,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140091,CARLE FOUNDATION HOSPITAL,33,30406.60606,8990.757576
392,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140091,CARLE FOUNDATION HOSPITAL,83,22220.01205,4858.987952
394,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140091,CARLE FOUNDATION HOSPITAL,35,30870.2,6408.228571
418,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,140091,CARLE FOUNDATION HOSPITAL,11,51872.72727,11757.90909
419,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,12,35360.08333,7687.583333
439,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,140091,CARLE FOUNDATION HOSPITAL,19,30940.94737,6515.894737
460,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,140091,CARLE FOUNDATION HOSPITAL,44,76201.93182,30839.75
469,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,140091,CARLE FOUNDATION HOSPITAL,12,71269.33333,21029.33333
470,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140091,CARLE FOUNDATION HOSPITAL,211,46391.18957,14907.80569
480,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,140091,CARLE FOUNDATION HOSPITAL,19,67984.31579,19263.05263
481,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140091,CARLE FOUNDATION HOSPITAL,49,51552.71429,12209.89796
482,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,11,33902.18182,10072.63636
491,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,140091,CARLE FOUNDATION HOSPITAL,35,22502.65714,7278.6
552,552 - MEDICAL BACK PROBLEMS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,62,26887.19355,5828.935484
602,602 - CELLULITIS W MCC,140091,CARLE FOUNDATION HOSPITAL,17,42633.82353,10779.47059
603,603 - CELLULITIS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,47,21878.87234,5865.829787
638,638 - DIABETES W CC,140091,CARLE FOUNDATION HOSPITAL,12,17446.25,5497.75
640,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",140091,CARLE FOUNDATION HOSPITAL,30,29844.73333,7323.266667
641,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",140091,CARLE FOUNDATION HOSPITAL,76,19371.15789,4532.973684
682,682 - RENAL FAILURE W MCC,140091,CARLE FOUNDATION HOSPITAL,44,29772.81818,11209.13636
683,683 - RENAL FAILURE W CC,140091,CARLE FOUNDATION HOSPITAL,58,24808.17241,6646.258621
689,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,140091,CARLE FOUNDATION HOSPITAL,31,25701.67742,7776.032258
690,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,68,19435.22059,5293.220588
698,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,140091,CARLE FOUNDATION HOSPITAL,33,37114.63636,10327.84848
699,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,140091,CARLE FOUNDATION HOSPITAL,18,29691.66667,6855.166667
812,812 - RED BLOOD CELL DISORDERS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,36,32127.41667,5684.833333
853,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,140091,CARLE FOUNDATION HOSPITAL,36,114294.9167,32724.77778
871,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,140091,CARLE FOUNDATION HOSPITAL,246,46474.24797,13049.31301
872,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,62,30835.93548,7407.032258
918,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,24,15013,5433.333333
948,948 - SIGNS & SYMPTOMS W/O MCC,140091,CARLE FOUNDATION HOSPITAL,17,21600.94118,4541
57,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,13,17310.61538,5458.461538
64,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,25,35096.88,11165.8
65,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,31,27335,7380.096774
66,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,16,24195.9375,5991.4375
69,069 - TRANSIENT ISCHEMIA,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,20,22052.4,4462.25
101,101 - SEIZURES W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,27,22826.14815,5571.111111
176,176 - PULMONARY EMBOLISM W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,11,37582,6166.909091
177,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,20,68901.75,12541.35
178,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,13,53546.38462,8635.384615
189,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,51,32381.03922,7807.72549
190,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,90,30626.21111,7206.088889
191,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,81,26731.54321,6097.123457
192,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,68,21540.02941,4404.294118
193,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,66,42097.63636,8988.136364
194,194 - SIMPLE PNEUMONIA & PLEURISY W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,59,31525.44068,6086.457627
195,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,19,24055.31579,4391.105263
202,202 - BRONCHITIS & ASTHMA W CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,11,32913.81818,5142
208,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,24,76842.33333,13790.16667
280,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,44,43889.13636,10415.18182
281,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,20,27414.6,6987.95
282,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,19,22657.10526,5036.421053
291,291 - HEART FAILURE & SHOCK W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,135,41052.4963,9162.555556
292,292 - HEART FAILURE & SHOCK W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,70,27132.28571,6153.6
293,293 - HEART FAILURE & SHOCK W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,43,21006.93023,4099.186047
300,300 - PERIPHERAL VASCULAR DISORDERS W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,16,33886.25,5967.5
308,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,25,30517.76,7455.28
309,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,28,26482.21429,5057.75
310,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,33,16561.24242,4425.090909
312,312 - SYNCOPE & COLLAPSE,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,31,20513.96774,4441.935484
314,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,26,57886.53846,10769.61538
329,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,16,147606.3125,30895.5
330,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,11,62403.09091,15615.54545
372,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,28,31345.82143,8608.785714
377,377 - G.I. HEMORRHAGE W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,29,65166.27586,10939.82759
378,378 - G.I. HEMORRHAGE W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,42,39218.69048,7017.952381
379,379 - G.I. HEMORRHAGE W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,18,29336.66667,4305.944444
390,390 - G.I. OBSTRUCTION W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,13,21355.46154,3887.538462
391,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,27,38315.81481,7049.703704
392,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,93,26001.45161,4403.344086
419,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,13,45309.38462,7139.846154
470,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,28,92656.42857,12841.39286
481,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,20,49991.9,10984.4
552,552 - MEDICAL BACK PROBLEMS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,14,29152.92857,5007.357143
602,602 - CELLULITIS W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,14,36467.78571,8843.571429
603,603 - CELLULITIS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,66,28957.63636,5770.80303
638,638 - DIABETES W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,25,25007.6,5383
640,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,13,25273.46154,6780.153846
641,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,62,19673.3871,4403.677419
682,682 - RENAL FAILURE W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,49,50420.46939,9766.795918
683,683 - RENAL FAILURE W CC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,64,31478.20313,6289.8125
689,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,62,33135.09677,7165.516129
690,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,141,22074.77305,5165.255319
698,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,16,42661.8125,9046.125
811,811 - RED BLOOD CELL DISORDERS W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,13,25155.15385,7655.846154
812,812 - RED BLOOD CELL DISORDERS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,32,24344.1875,4856.25
871,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,165,58075.14545,11547.81818
872,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,58,37186.7069,6843.465517
948,948 - SIGNS & SYMPTOMS W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,15,13289.2,4117.4
69,069 - TRANSIENT ISCHEMIA,140095,SAINT ANTHONY HOSPITAL,28,21479.28571,6504.571429
101,101 - SEIZURES W/O MCC,140095,SAINT ANTHONY HOSPITAL,25,22813.64,6550.52
190,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,140095,SAINT ANTHONY HOSPITAL,21,37135.33333,10100.71429
191,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,140095,SAINT ANTHONY HOSPITAL,20,24028.95,8227.65
192,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,140095,SAINT ANTHONY HOSPITAL,31,21520.41935,6111.483871
194,194 - SIMPLE PNEUMONIA & PLEURISY W CC,140095,SAINT ANTHONY HOSPITAL,29,31755.44828,8405
195,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140095,SAINT ANTHONY HOSPITAL,12,20469.41667,7310.416667
207,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,140095,SAINT ANTHONY HOSPITAL,14,87672.78571,35752.92857
208,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140095,SAINT ANTHONY HOSPITAL,11,53184.45455,19103.18182
291,291 - HEART FAILURE & SHOCK W MCC,140095,SAINT ANTHONY HOSPITAL,24,38605.16667,12194.79167
292,292 - HEART FAILURE & SHOCK W CC,140095,SAINT ANTHONY HOSPITAL,47,28712.91489,8652.659574
293,293 - HEART FAILURE & SHOCK W/O CC/MCC,140095,SAINT ANTHONY HOSPITAL,11,21108.36364,5772.272727
300,300 - PERIPHERAL VASCULAR DISORDERS W CC,140095,SAINT ANTHONY HOSPITAL,11,24187.18182,8242.909091
309,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,140095,SAINT ANTHONY HOSPITAL,15,25556.26667,7099.933333
310,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,140095,SAINT ANTHONY HOSPITAL,18,21097.11111,4845.111111
312,312 - SYNCOPE & COLLAPSE,140095,SAINT ANTHONY HOSPITAL,18,16697.38889,6072.833333
313,313 - CHEST PAIN,140095,SAINT ANTHONY HOSPITAL,19,19677.52632,5306.736842
314,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,140095,SAINT ANTHONY HOSPITAL,13,74518.69231,19470.92308
378,378 - G.I. HEMORRHAGE W CC,140095,SAINT ANTHONY HOSPITAL,16,35991.125,8698.375
379,379 - G.I. HEMORRHAGE W/O CC/MCC,140095,SAINT ANTHONY HOSPITAL,13,27955.07692,6038.538462
392,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140095,SAINT ANTHONY HOSPITAL,30,18338.43333,7520
603,603 - CELLULITIS W/O MCC,140095,SAINT ANTHONY HOSPITAL,37,19697.05405,7049.702703
638,638 - DIABETES W CC,140095,SAINT ANTHONY HOSPITAL,19,26115.78947,7078.736842
641,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",140095,SAINT ANTHONY HOSPITAL,34,16395.44118,6109.823529
682,682 - RENAL FAILURE W MCC,140095,SAINT ANTHONY HOSPITAL,18,23057.77778,13189.22222
683,683 - RENAL FAILURE W CC,140095,SAINT ANTHONY HOSPITAL,29,21862.17241,8409.827586
689,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,140095,SAINT ANTHONY HOSPITAL,13,42609.30769,11052.15385
690,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,140095,SAINT ANTHONY HOSPITAL,31,18581,6514.806452
812,812 - RED BLOOD CELL DISORDERS W/O MCC,140095,SAINT ANTHONY HOSPITAL,34,23961.38235,6982.647059
871,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,140095,SAINT ANTHONY HOSPITAL,34,57328.97059,15820.97059
641,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",140100,MIDWESTERN REGION MED CENTER,18,42240.11111,17033.44444
948,948 - SIGNS & SYMPTOMS W/O MCC,140100,MIDWESTERN REGION MED CENTER,11,34116.09091,8994.090909
64,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,12,33816.08333,9688.5
65,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,13,27060.46154,6493.461538
66,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,21,26066.52381,4630.952381
69,069 - TRANSIENT ISCHEMIA,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,14,16744.35714,4229.714286
101,101 - SEIZURES W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,14,19023.28571,5338.714286
176,176 - PULMONARY EMBOLISM W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,17,30410.94118,7798.941176
178,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,21,35102.7619,10992.7619
189,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,31,44243.25806,8227.419355
191,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,26,19152.57692,6246.153846
192,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,67,19682.59701,4883.701493
193,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,29,37879.93103,8749.448276
194,194 - SIMPLE PNEUMONIA & PLEURISY W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,109,25346.55963,6435.229358
195,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,38,21949.23684,4086.526316
208,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,14,77258.14286,15968.5
243,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,11,52035.45455,15316.36364
244,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,13,49913.69231,12932.30769
247,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,30,42805.36667,12799.33333
249,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,11,49231.18182,10249.18182
282,"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,13,25809.92308,4566.230769
287,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,42,30091.47619,6879.809524
291,291 - HEART FAILURE & SHOCK W MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,25,31851.64,11018.8
292,292 - HEART FAILURE & SHOCK W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,51,24730.39216,5843.431373
293,293 - HEART FAILURE & SHOCK W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,40,14238.3,4081.4
301,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,11,13231.90909,3833.272727
309,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,24,18260.54167,5883.25
310,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,44,14413.93182,3715.159091
312,312 - SYNCOPE & COLLAPSE,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,31,20585.41935,5005.258065
313,313 - CHEST PAIN,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,13,17588.30769,4528.076923
329,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,12,75548.33333,30760.58333
330,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,18,46900.72222,14556.94444
372,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,11,18727.45455,6686.181818
377,377 - G.I. HEMORRHAGE W MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,12,44012.41667,12791.33333
378,378 - G.I. HEMORRHAGE W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,28,20584,5823.142857
379,379 - G.I. HEMORRHAGE W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,19,19782,4137.210526
390,390 - G.I. OBSTRUCTION W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,14,15556.78571,5449.571429
392,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,50,20980.64,4354.72
394,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,22,27035.54545,5757
419,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,18,29602.72222,6763.555556
470,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,145,35326.83448,12716.88966
481,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,21,45207.42857,11581.38095
552,552 - MEDICAL BACK PROBLEMS W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,14,14089.21429,4584.214286
603,603 - CELLULITIS W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,33,17475.90909,5914.545455
640,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,11,18312.36364,6591.636364
641,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,56,15320.33929,5431.803571
683,683 - RENAL FAILURE W CC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,14,21687.14286,5929.714286
689,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,12,32375,8003.166667
690,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,64,15029.10938,4499.328125
812,812 - RED BLOOD CELL DISORDERS W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,19,20815.47368,4540.105263
