provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
271307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271337,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271344,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
27003F,,,,,,,,,,
270017,31,92.79,44.24,141.34,3025,0.33,0,0.7,853,2.93
271346,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271345,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270074,Not Available,Not Available,Not Available,Not Available,470,0.33,0,0.76,9,Not Available
270049,166,99.17,62.03,136.31,8790,0.58,0.31,0.85,4265,3.16
270087,3,Not Available,Not Available,Not Available,532,0.33,0,0.76,456,3.91
271310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270051,67,115.63,72.98,158.28,5108,0.75,0.44,1.06,1911,1.03
271336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270086,Not Available,Not Available,Not Available,Not Available,504,0.33,0,0.76,418,2.93
271322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270004,116,97.54,61.71,133.37,10035,0.33,0.09,0.57,3917,1.61
271340,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270032,4,Not Available,Not Available,Not Available,1049,0.43,0,0.86,141,3.83
270057,56,95.33,50.52,140.14,3288,0.33,0,0.7,1202,4.47
271339,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271338,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270003,43,104.61,57.65,151.57,3438,0.33,0,0.7,898,4.75
271311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270023,39,113.69,62.83,164.55,2538,0.41,0.04,0.78,1201,5.03
271309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271321,,,,,,,,,,
271318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270014,117,102.99,66.79,139.19,5901,0.22,0,0.51,2958,3.47
271316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
270012,140,103.57,69.52,137.62,7914,0.55,0.28,0.82,3010,2.48
340116,129,118.41,79.39,157.43,8655,0.28,0.01,0.55,3222,4.5
341320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340096,18,Not Available,Not Available,Not Available,2175,0.29,0,0.68,370,4.88
340115,218,130.26,99.35,161.17,22303,0.22,0.02,0.42,7222,4.77
341316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340073,111,133.59,94.17,173.01,6236,0.27,0,0.6,3058,3.85
340011,21,Not Available,Not Available,Not Available,2202,0.3,0,0.71,278,4.35
340053,265,105.03,78.55,131.51,15521,0.46,0.22,0.7,4661,4.38
340148,7,Not Available,Not Available,Not Available,410,0.31,0,0.72,398,2.94
340126,79,149.15,108.03,190.27,7713,0.18,0,0.49,1499,3.16
340060,12,Not Available,Not Available,Not Available,4630,0.31,0,0.66,428,3.64
340055,25,114.91,63.95,165.87,2144,0.39,0,0.78,435,5.97
340016,62,116.27,73.89,158.65,3069,0.44,0.07,0.81,765,5.78
340114,227,107.42,75.37,139.47,17534,0.41,0.19,0.63,5929,3.35
340156,Not Available,Not Available,Not Available,Not Available,356,0.34,0,0.77,Not Available,Not Available
340090,96,115.84,77.78,153.9,7275,0.29,0,0.6,1252,9.5
34012F,,,,,,,,,,
340144,14,Not Available,Not Available,Not Available,3264,0.26,0,0.65,552,3.7
341317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340171,54,88.58,44.13,133.03,6437,0.26,0,0.59,946,3.66
341311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340047,475,171.52,148.9,194.14,25895,0.23,0.05,0.41,8843,5.18
340131,123,110.47,73.33,147.61,13545,0.31,0.07,0.55,4039,4.17
340166,24,Not Available,Not Available,Not Available,3209,0.34,0,0.71,582,3.89
340151,22,Not Available,Not Available,Not Available,6988,0.28,0,0.61,1155,3.41
340042,25,122.14,72.81,171.47,5115,0.38,0.03,0.73,589,3.57
340040,439,143.04,119.01,167.07,28266,0.46,0.28,0.64,10096,4.14
340068,63,106.85,63.98,149.72,5292,0.33,0,0.66,1094,3.93
340015,114,92.6,52.5,132.7,6721,0.3,0,0.61,1609,7.56
340133,13,Not Available,Not Available,Not Available,2599,0.29,0,0.7,217,4.84
341308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340085,26,88.73,39.63,137.83,1707,0.28,0,0.67,232,6.24
340107,13,Not Available,Not Available,Not Available,3769,0.47,0.08,0.86,505,5.37
340070,56,151.1,105.61,196.59,7515,0.61,0.3,0.92,1465,3.28
340020,29,131.07,82.38,179.76,5348,0.22,0,0.57,708,4.46
340027,61,110.14,67.88,152.4,9133,0.27,0,0.56,1238,4.68
340002,529,112.11,90.65,133.57,35000,0.3,0.14,0.46,13906,2.74
340106,12,Not Available,Not Available,Not Available,3552,0.27,0,0.66,282,3.41
341323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340003,19,Not Available,Not Available,Not Available,3426,0.4,0.03,0.77,551,4.6
340010,79,130.32,88.49,172.15,10935,0.28,0.03,0.53,2143,4.27
341321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340091,363,146.57,121.27,171.87,32668,0.34,0.16,0.52,10206,3.48
34013F,,,,,,,,,,
340061,344,126.98,102.5,151.46,18443,0.53,0.31,0.75,5711,7.73
340153,45,94.47,43.8,145.14,2981,0.39,0,0.78,2738,2.8
340143,53,117.83,71.52,164.14,5360,0.39,0.06,0.72,1653,3.59
340039,67,93.11,52.83,133.39,8341,0.16,0,0.45,1533,4.68
341319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340159,6,Not Available,Not Available,Not Available,1764,0.31,0,0.72,306,4.29
34036F,,,,,,,,,,
340050,48,128.85,83.61,174.09,12362,0.18,0,0.45,1416,4.97
341302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340173,60,122.05,78.11,165.99,6578,0.49,0.18,0.8,1279,3.49
340184,46,98.16,51.26,145.06,4942,0.37,0.02,0.72,1212,3.81
340119,35,102.11,56.07,148.15,4000,0.23,0,0.58,684,3.11
341303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340186,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340084,Not Available,Not Available,Not Available,Not Available,1003,0.32,0,0.73,38,5.53
340023,63,89.37,44.62,134.12,2768,0.26,0,0.63,591,8.08
340041,57,100.45,55.55,145.35,3140,0.25,0,0.62,869,3.74
340127,19,Not Available,Not Available,Not Available,2112,0.38,0,0.77,433,6.38
340147,77,126.58,84.44,168.72,11801,0.33,0.06,0.6,1951,3.1
340183,44,92.07,45.3,138.84,3661,0.25,0,0.62,886,2.04
340049,5,Not Available,Not Available,Not Available,1157,0.32,0,0.75,1133,2.45
340028,280,121.73,93.96,149.5,21346,0.37,0.15,0.59,5306,5.26
340097,27,115.08,63.98,166.18,3808,0.24,0,0.61,662,2.3
340013,37,119.72,72.03,167.41,5283,0.36,0.01,0.71,961,2.36
340017,64,95.54,53.07,138.01,7859,0.15,0,0.44,2278,3.16
340120,Not Available,Not Available,Not Available,Not Available,1617,0.31,0,0.72,81,4.25
340145,33,110.39,60.35,160.43,3053,0.33,0,0.7,334,6.72
341322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340037,11,Not Available,Not Available,Not Available,1922,0.29,0,0.68,162,3.62
340075,45,119.21,75.6,162.82,4331,0.29,0,0.64,706,3.97
341318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340098,165,117.9,81.58,154.22,11980,0.17,0,0.44,4477,3.51
340030,704,134.72,115.24,154.2,24057,0.27,0.09,0.45,11522,3.04
340024,28,113.28,62.87,163.69,3453,0.33,0,0.7,475,4.09
340064,21,Not Available,Not Available,Not Available,3652,0.33,0,0.7,488,3.86
340014,463,105.36,83.47,127.25,25610,0.3,0.1,0.5,7846,4.66
340155,114,116.4,77.28,155.52,11539,0.27,0,0.54,3435,3.87
340071,22,Not Available,Not Available,Not Available,5524,0.22,0,0.57,477,2.53
340123,42,123.76,76.33,171.19,4168,0.31,0,0.66,557,4.62
341310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340069,445,144.33,120.44,168.22,25334,0.3,0.12,0.48,9089,2.9
340109,34,109.82,61.58,158.06,5216,0.17,0,0.48,912,3.1
340008,41,109.79,61.63,157.95,5445,0.22,0,0.57,737,5.06
34017F,,,,,,,,,,
341314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340036,4,Not Available,Not Available,Not Available,1329,0.31,0,0.72,49,5.81
340129,35,126.05,78.81,173.29,4274,0.37,0.02,0.72,1115,4.16
340130,84,106.73,63.47,149.99,7627,0.74,0.43,1.05,1330,2.9
340021,54,115.3,69.57,161.03,8822,0.27,0,0.56,1868,4.01
340142,59,107.76,63.72,151.8,6024,0.39,0.06,0.72,1343,3.9
340032,204,91.46,58.49,124.43,19428,0.19,0,0.43,4105,2.95
340004,127,127.84,90.74,164.94,10607,0.24,0,0.51,2501,6.13
340051,52,94.89,48.67,141.11,4972,0.22,0,0.57,899,3.98
341307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340113,476,133.96,112.13,155.79,24476,0.57,0.39,0.75,10310,3.47
340158,12,Not Available,Not Available,Not Available,3112,0.35,0,0.72,618,3.64
340160,14,Not Available,Not Available,Not Available,2553,0.24,0,0.61,404,3.63
340087,8,Not Available,Not Available,Not Available,1600,0.29,0,0.7,213,3.37
340001,319,114.95,87.37,142.53,19614,0.35,0.11,0.59,4857,7.19
340099,34,110.52,64.19,156.85,3754,0.26,0,0.65,557,3.56
340132,19,Not Available,Not Available,Not Available,3391,0.31,0,0.66,477,5.97
341324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340141,404,120.24,95.49,144.99,28339,0.3,0.12,0.48,10333,3.24
341305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350011,273,123.37,95.93,150.81,15833,0.54,0.3,0.78,7424,2.28
351313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350002,147,95.57,61.33,129.81,7223,0.36,0.09,0.63,4085,3.3
351302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350019,149,126.37,90.46,162.28,8927,0.63,0.35,0.91,3324,5.27
351329,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350070,109,97.9,60.97,134.83,5404,0.52,0.21,0.83,2277,2.62
351322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
35002F,,,,,,,,,,
351319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350064,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351306,,,,,,,,,,
351307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350015,127,112.69,77.94,147.44,6420,0.45,0.16,0.74,2731,5.09
351301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350063,Not Available,Not Available,Not Available,Not Available,316,0.34,0,0.77,Not Available,Not Available
351324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
350006,107,107.02,67.35,146.69,6585,0.35,0.06,0.64,2452,4.22
351333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281363,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281361,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281338,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280132,12,Not Available,Not Available,Not Available,1196,0.29,0,0.7,279,4.18
281313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281362,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280077,49,114.06,67.55,160.57,3932,0.3,0,0.65,1265,4.17
283301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281320,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281344,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280081,76,113.26,70,156.52,5757,0.25,0,0.56,1566,3.83
281316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280128,56,102.16,58.08,146.24,2764,0.44,0.17,0.71,2519,1.37
281310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280020,226,91.96,61.36,122.56,11401,0.45,0.18,0.72,4777,3.18
280061,105,138.17,99.64,176.7,5007,0.2,0,0.53,1876,2.06
281364,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280125,62,125.51,81.98,169.04,3944,0.34,0.01,0.67,1332,3.88
280023,132,94.94,57.78,132.1,5788,0.45,0.14,0.76,1629,2.94
281354,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281335,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280133,Not Available,Not Available,Not Available,Not Available,152,0.46,0.03,0.89,152,3.95
281353,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280030,89,115.18,75,155.36,4886,1.08,0.79,1.37,1805,7.69
281341,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280009,162,105.09,73.71,136.47,7075,0.39,0.12,0.66,3669,3.77
281334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
28006F,,,,,,,,,,
281340,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280040,246,68.79,39.37,98.21,12284,0.38,0.13,0.63,5357,3.95
281350,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281352,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280131,6,Not Available,Not Available,Not Available,520,0.33,0,0.76,514,3.2
281326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281346,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281359,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281357,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281355,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280111,5,Not Available,Not Available,Not Available,2170,0.3,0,0.71,473,4.03
280105,14,Not Available,Not Available,Not Available,2208,0.42,0.05,0.79,423,4.14
281345,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280130,58,105.78,62.29,149.27,4559,0.27,0,0.6,1086,4.51
281314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281329,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281349,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280065,44,88.89,42.93,134.85,3932,0.33,0,0.7,913,2.49
280060,197,102.8,71.5,134.1,10181,0.36,0.11,0.61,4069,4.86
280127,Not Available,Not Available,Not Available,Not Available,592,0.33,0,0.76,571,2.53
281306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280013,292,122.27,96.14,148.4,16655,0.28,0.06,0.5,6063,4.11
281323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281348,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281360,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281358,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280032,40,96.57,48.67,144.47,3625,0.31,0,0.66,1028,2.04
280119,,,,,,,,,,
281365,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
280129,10,Not Available,Not Available,Not Available,1050,0.32,0,0.75,1030,6.07
280003,299,90.03,63.26,116.8,15071,0.73,0.51,0.95,5679,3.36
281308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281339,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281347,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
281351,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
301303,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
