provider_id,doc_comm_bad,doc_com_ok,doc_com_good,help_timingbad,help_timing_ok,help_timing_good,pain_ctrl_bad,pain_ctrl_ok,pain_ctrl_good,quiet_no,quiet_usu,quiet_always,recovery_info_yes,recovery_info_no,rating_low,rating_mid,rating_high,recommend_no,recommend_ok,recommend_y,num_surveys,survey_response_rate
160153,0.03,0.17,0.80,0.09,0.29,0.62,0.05,0.26,0.69,0.13,0.33,0.54,0.86,0.14,0.06,0.24,0.70,0.03,0.23,0.74,300 or more,0.38
161300,,,,,,,,,,,,,,,,,,,,,Not Available,
161301,0.00,0.04,0.96,0.01,0.08,0.91,0.00,0.07,0.93,0.03,0.23,0.74,0.90,0.10,0.02,0.16,0.82,0.01,0.14,0.85,Fewer than 100,0.45
161302,0.03,0.11,0.86,0.03,0.18,0.79,0.03,0.20,0.77,0.05,0.22,0.73,0.87,0.13,0.03,0.12,0.85,0.01,0.11,0.88,300 or more,0.43
161303,0.02,0.12,0.86,0.04,0.19,0.77,0.01,0.21,0.78,0.02,0.17,0.81,0.89,0.11,0.04,0.13,0.83,0.00,0.14,0.86,Fewer than 100,0.55
161304,0.06,0.11,0.83,0.06,0.12,0.82,0.03,0.27,0.70,0.02,0.18,0.80,0.90,0.10,0.04,0.15,0.81,0.02,0.18,0.80,Fewer than 100,0.47
161306,,,,,,,,,,,,,,,,,,,,,Not Available,
161307,,,,,,,,,,,,,,,,,,,,,Not Available,
161308,,,,,,,,,,,,,,,,,,,,,Not Available,
161309,0.03,0.14,0.83,0.02,0.21,0.77,0.07,0.22,0.71,0.07,0.31,0.62,0.85,0.15,0.05,0.19,0.76,0.01,0.22,0.77,Between 100 and 299,0.38
161310,,,,,,,,,,,,,,,,,,,,,Not Available,
161311,0.01,0.09,0.90,0.07,0.23,0.70,0.03,0.39,0.58,0.00,0.17,0.83,0.74,0.26,0.07,0.20,0.73,0.01,0.16,0.83,Fewer than 100,0.39
161312,,,,,,,,,,,,,,,,,,,,,Not Available,
161313,,,,,,,,,,,,,,,,,,,,,Not Available,
161316,,,,,,,,,,,,,,,,,,,,,Not Available,
161317,,,,,,,,,,,,,,,,,,,,,Not Available,
161318,,,,,,,,,,,,,,,,,,,,,Not Available,
161319,,,,,,,,,,,,,,,,,,,,,Not Available,
161320,,,,,,,,,,,,,,,,,,,,,Not Available,
161321,0.02,0.18,0.80,0.02,0.16,0.82,0.09,0.17,0.74,0.08,0.39,0.53,0.75,0.25,0.04,0.38,0.58,0.00,0.35,0.65,Fewer than 100,0.38
161322,0.01,0.16,0.83,0.04,0.12,0.84,0.07,0.28,0.65,0.06,0.27,0.67,0.75,0.25,0.05,0.21,0.74,0.02,0.19,0.79,Fewer than 100,0.41
161325,,,,,,,,,,,,,,,,,,,,,Not Available,
161326,0.01,0.11,0.88,0.03,0.20,0.77,0.06,0.19,0.75,0.03,0.20,0.77,0.80,0.20,0.05,0.12,0.83,0.02,0.09,0.89,Fewer than 100,0.36
161327,0.03,0.14,0.83,0.05,0.19,0.76,0.08,0.23,0.69,0.10,0.22,0.68,0.87,0.13,0.09,0.16,0.75,0.02,0.27,0.71,Between 100 and 299,0.42
161328,,,,,,,,,,,,,,,,,,,,,Not Available,
161329,,,,,,,,,,,,,,,,,,,,,Not Available,
161330,0.00,0.11,0.89,0.00,0.10,0.90,0.00,0.26,0.74,0.00,0.21,0.79,0.85,0.15,0.00,0.09,0.91,0.00,0.00,1.00,Fewer than 100,0.60
161331,,,,,,,,,,,,,,,,,,,,,Not Available,
161332,,,,,,,,,,,,,,,,,,,,,Not Available,
161333,0.00,0.13,0.87,0.03,0.18,0.79,0.03,0.30,0.67,0.04,0.27,0.69,0.82,0.18,0.06,0.23,0.71,0.03,0.25,0.72,Fewer than 100,0.44
161335,0.01,0.10,0.89,0.04,0.21,0.75,0.06,0.17,0.77,0.09,0.34,0.57,0.75,0.25,0.08,0.22,0.70,0.04,0.28,0.68,Between 100 and 299,0.58
161336,0.00,0.10,0.90,0.01,0.23,0.76,0.01,0.22,0.77,0.05,0.30,0.65,0.93,0.07,0.04,0.11,0.85,0.02,0.13,0.85,Fewer than 100,0.34
161337,,,,,,,,,,,,,,,,,,,,,Not Available,
161338,0.06,0.21,0.73,0.07,0.15,0.78,0.07,0.22,0.71,0.06,0.23,0.71,0.77,0.23,0.20,0.19,0.61,0.12,0.33,0.55,Fewer than 100,0.37
161339,0.03,0.11,0.86,0.05,0.22,0.73,0.06,0.25,0.69,0.04,0.20,0.76,0.89,0.11,0.04,0.18,0.78,0.02,0.14,0.84,Between 100 and 299,0.40
161340,,,,,,,,,,,,,,,,,,,,,Not Available,
161341,,,,,,,,,,,,,,,,,,,,,Not Available,
161342,,,,,,,,,,,,,,,,,,,,,Not Available,
161343,,,,,,,,,,,,,,,,,,,,,Not Available,
161344,0.02,0.10,0.88,0.04,0.24,0.72,0.05,0.27,0.68,0.08,0.30,0.62,0.83,0.17,0.02,0.18,0.80,0.02,0.19,0.79,Between 100 and 299,0.37
161345,0.01,0.15,0.84,0.01,0.18,0.81,0.03,0.20,0.77,0.01,0.18,0.81,0.85,0.15,0.01,0.15,0.84,0.01,0.17,0.82,Between 100 and 299,0.59
161346,0.03,0.12,0.85,0.03,0.22,0.75,0.04,0.23,0.73,0.06,0.32,0.62,0.91,0.09,0.05,0.17,0.78,0.03,0.16,0.81,Between 100 and 299,0.29
161347,0.01,0.09,0.90,0.02,0.20,0.78,0.03,0.23,0.74,0.08,0.28,0.64,0.89,0.11,0.03,0.15,0.82,0.02,0.22,0.76,Between 100 and 299,0.66
161348,0.03,0.05,0.92,0.01,0.12,0.87,0.03,0.19,0.78,0.01,0.14,0.85,0.89,0.11,0.04,0.09,0.87,0.02,0.10,0.88,Fewer than 100,0.51
161350,0.02,0.09,0.89,0.02,0.23,0.75,0.02,0.20,0.78,0.02,0.27,0.71,0.84,0.16,0.00,0.10,0.90,0.01,0.12,0.87,Between 100 and 299,0.44
161351,0.00,0.10,0.90,0.03,0.23,0.74,0.04,0.19,0.77,0.03,0.36,0.61,0.91,0.09,0.02,0.15,0.83,0.01,0.18,0.81,Between 100 and 299,0.46
161352,0.02,0.13,0.85,0.05,0.18,0.77,0.03,0.27,0.70,0.07,0.27,0.66,0.86,0.14,0.07,0.25,0.68,0.03,0.23,0.74,Between 100 and 299,0.36
161353,,,,,,,,,,,,,,,,,,,,,Not Available,
161354,,,,,,,,,,,,,,,,,,,,,Not Available,
161355,0.01,0.07,0.92,0.05,0.18,0.77,0.04,0.21,0.75,0.11,0.32,0.57,0.82,0.18,0.04,0.15,0.81,0.02,0.26,0.72,Between 100 and 299,0.31
161356,0.04,0.11,0.85,0.06,0.18,0.76,0.09,0.25,0.66,0.06,0.26,0.68,0.85,0.15,0.06,0.18,0.76,0.01,0.18,0.81,Between 100 and 299,0.29
161357,,,,,,,,,,,,,,,,,,,,,Not Available,
161358,,,,,,,,,,,,,,,,,,,,,Not Available,
161359,0.01,0.13,0.86,0.07,0.27,0.66,0.02,0.26,0.72,0.05,0.43,0.52,0.86,0.14,0.05,0.11,0.84,0.02,0.20,0.78,Between 100 and 299,0.37
161360,,,,,,,,,,,,,,,,,,,,,Not Available,
161361,0.05,0.13,0.82,0.07,0.25,0.68,0.05,0.25,0.70,0.08,0.22,0.70,0.79,0.21,0.08,0.17,0.75,0.05,0.26,0.69,Between 100 and 299,0.42
161362,,,,,,,,,,,,,,,,,,,,,Not Available,
161363,0.01,0.10,0.89,0.04,0.23,0.73,0.02,0.20,0.78,0.08,0.33,0.59,0.90,0.10,0.07,0.17,0.76,0.02,0.22,0.76,Between 100 and 299,0.43
161364,0.01,0.14,0.85,0.01,0.25,0.74,0.03,0.23,0.74,0.01,0.22,0.77,0.85,0.15,0.02,0.17,0.81,0.01,0.20,0.79,Between 100 and 299,0.52
161365,0.01,0.09,0.90,0.03,0.21,0.76,0.06,0.26,0.68,0.06,0.25,0.69,0.79,0.21,0.03,0.23,0.74,0.02,0.25,0.73,Between 100 and 299,0.35
161366,0.05,0.16,0.79,0.09,0.29,0.62,0.05,0.37,0.58,0.13,0.41,0.46,0.78,0.22,0.14,0.29,0.57,0.05,0.36,0.59,Between 100 and 299,0.27
161367,0.01,0.09,0.90,0.04,0.24,0.72,0.04,0.20,0.76,0.04,0.31,0.65,0.85,0.15,0.04,0.13,0.83,0.01,0.16,0.83,300 or more,0.44
161368,0.02,0.08,0.90,0.03,0.20,0.77,0.03,0.20,0.77,0.03,0.21,0.76,0.92,0.08,0.02,0.11,0.87,0.01,0.16,0.83,Between 100 and 299,0.53
161369,,,,,,,,,,,,,,,,,,,,,Not Available,
161370,,,,,,,,,,,,,,,,,,,,,Not Available,
161371,,,,,,,,,,,,,,,,,,,,,Not Available,
161372,0.02,0.11,0.87,0.07,0.24,0.69,0.03,0.25,0.72,0.07,0.31,0.62,0.86,0.14,0.06,0.20,0.74,0.02,0.26,0.72,300 or more,0.37
161373,,,,,,,,,,,,,,,,,,,,,Not Available,
161374,0.01,0.14,0.85,0.04,0.27,0.69,0.07,0.25,0.68,0.09,0.28,0.63,0.87,0.13,0.04,0.23,0.73,0.02,0.25,0.73,Between 100 and 299,0.33
161375,,,,,,,,,,,,,,,,,,,,,Not Available,
161376,0.02,0.17,0.81,0.02,0.24,0.74,0.04,0.23,0.73,0.03,0.27,0.70,0.91,0.09,0.03,0.27,0.70,0.03,0.26,0.71,Between 100 and 299,0.28
161377,0.03,0.12,0.85,0.12,0.23,0.65,0.03,0.30,0.67,0.11,0.42,0.47,0.88,0.12,0.10,0.18,0.72,0.03,0.27,0.70,Between 100 and 299,0.34
161378,,,,,,,,,,,,,,,,,,,,,Not Available,
161379,0.01,0.08,0.91,0.09,0.21,0.70,0.04,0.22,0.74,0.06,0.28,0.66,0.82,0.18,0.08,0.18,0.74,0.05,0.22,0.73,Between 100 and 299,0.41
161380,,,,,,,,,,,,,,,,,,,,,Not Available,
161381,0.02,0.15,0.83,0.05,0.26,0.69,0.04,0.26,0.70,0.09,0.32,0.59,0.80,0.20,0.02,0.30,0.68,0.00,0.33,0.67,Between 100 and 299,0.40
170001,0.04,0.18,0.78,0.06,0.30,0.64,0.10,0.30,0.60,0.06,0.32,0.62,0.82,0.18,0.08,0.26,0.66,0.05,0.36,0.59,300 or more,0.34
170006,0.02,0.14,0.84,0.10,0.28,0.62,0.07,0.23,0.70,0.13,0.35,0.52,0.84,0.16,0.12,0.21,0.67,0.07,0.29,0.64,300 or more,0.33
170009,0.03,0.16,0.81,0.05,0.22,0.73,0.04,0.24,0.72,0.07,0.25,0.68,0.80,0.20,0.07,0.19,0.74,0.04,0.23,0.73,300 or more,0.29
170010,0.04,0.11,0.85,0.04,0.22,0.74,0.04,0.23,0.73,0.06,0.27,0.67,0.86,0.14,0.05,0.29,0.66,0.04,0.33,0.63,Between 100 and 299,0.27
170012,0.02,0.15,0.83,0.08,0.28,0.64,0.05,0.25,0.70,0.07,0.32,0.61,0.87,0.13,0.06,0.17,0.77,0.03,0.22,0.75,300 or more,0.35
170013,0.03,0.17,0.80,0.09,0.27,0.64,0.06,0.23,0.71,0.06,0.31,0.63,0.87,0.13,0.06,0.23,0.71,0.03,0.24,0.73,300 or more,0.38
170014,0.02,0.10,0.88,0.03,0.20,0.77,0.04,0.21,0.75,0.06,0.27,0.67,0.84,0.16,0.04,0.21,0.75,0.03,0.25,0.72,300 or more,0.40
170016,0.04,0.18,0.78,0.07,0.29,0.64,0.06,0.25,0.69,0.11,0.35,0.54,0.86,0.14,0.06,0.22,0.72,0.03,0.21,0.76,300 or more,0.40
170017,0.03,0.14,0.83,0.07,0.22,0.71,0.07,0.26,0.67,0.07,0.26,0.67,0.81,0.19,0.05,0.20,0.75,0.03,0.24,0.73,300 or more,0.28
170020,0.04,0.20,0.76,0.07,0.30,0.63,0.06,0.29,0.65,0.16,0.38,0.46,0.82,0.18,0.07,0.30,0.63,0.03,0.33,0.64,300 or more,0.38
170023,0.03,0.14,0.83,0.09,0.29,0.62,0.05,0.26,0.69,0.06,0.30,0.64,0.83,0.17,0.05,0.22,0.73,0.04,0.26,0.70,300 or more,0.36
170027,0.03,0.09,0.88,0.05,0.20,0.75,0.03,0.22,0.75,0.06,0.28,0.66,0.88,0.12,0.06,0.19,0.75,0.03,0.18,0.79,300 or more,0.51
170039,0.03,0.12,0.85,0.10,0.22,0.68,0.15,0.19,0.66,0.10,0.34,0.56,0.85,0.15,0.08,0.21,0.71,0.09,0.25,0.66,Fewer than 100,0.29
170040,0.04,0.17,0.79,0.08,0.26,0.66,0.06,0.20,0.74,0.07,0.30,0.63,0.89,0.11,0.05,0.19,0.76,0.03,0.16,0.81,300 or more,0.35
170049,0.03,0.19,0.78,0.06,0.29,0.65,0.05,0.26,0.69,0.10,0.34,0.56,0.87,0.13,0.06,0.21,0.73,0.03,0.22,0.75,300 or more,0.34
170058,0.03,0.10,0.87,0.04,0.17,0.79,0.06,0.19,0.75,0.04,0.22,0.74,0.88,0.12,0.04,0.20,0.76,0.02,0.26,0.72,300 or more,0.32
170068,0.01,0.18,0.81,0.08,0.29,0.63,0.05,0.26,0.69,0.10,0.33,0.57,0.88,0.12,0.06,0.27,0.67,0.04,0.29,0.67,300 or more,0.37
170074,0.01,0.13,0.86,0.07,0.25,0.68,0.05,0.23,0.72,0.03,0.29,0.68,0.89,0.11,0.07,0.20,0.73,0.04,0.24,0.72,300 or more,0.38
170075,0.01,0.09,0.90,0.05,0.17,0.78,0.04,0.22,0.74,0.03,0.25,0.72,0.87,0.13,0.03,0.11,0.86,0.00,0.14,0.86,Between 100 and 299,0.65
170086,0.04,0.16,0.80,0.05,0.27,0.68,0.06,0.25,0.69,0.06,0.27,0.67,0.87,0.13,0.05,0.19,0.76,0.02,0.17,0.81,300 or more,0.38
170094,0.01,0.11,0.88,0.03,0.22,0.75,0.04,0.18,0.78,0.04,0.24,0.72,0.86,0.14,0.04,0.18,0.78,0.01,0.19,0.80,Between 100 and 299,0.44
170103,0.01,0.12,0.87,0.05,0.24,0.71,0.02,0.22,0.76,0.06,0.33,0.61,0.87,0.13,0.02,0.18,0.80,0.01,0.16,0.83,300 or more,0.46
170104,0.04,0.16,0.80,0.07,0.23,0.70,0.05,0.22,0.73,0.07,0.25,0.68,0.87,0.13,0.04,0.18,0.78,0.03,0.16,0.81,300 or more,0.36
170105,0.02,0.12,0.86,0.05,0.24,0.71,0.05,0.21,0.74,0.05,0.36,0.59,0.80,0.20,0.05,0.24,0.71,0.03,0.24,0.73,Between 100 and 299,0.36
170109,0.01,0.11,0.88,0.00,0.18,0.82,0.03,0.21,0.76,0.00,0.18,0.82,0.92,0.08,0.04,0.18,0.78,0.03,0.18,0.79,Between 100 and 299,0.38
170110,0.03,0.17,0.80,0.06,0.18,0.76,0.03,0.23,0.74,0.07,0.27,0.66,0.77,0.23,0.06,0.19,0.75,0.03,0.26,0.71,Fewer than 100,0.27
170120,0.02,0.16,0.82,0.08,0.27,0.65,0.07,0.29,0.64,0.07,0.33,0.60,0.88,0.12,0.07,0.24,0.69,0.05,0.24,0.71,300 or more,0.37
170122,0.05,0.19,0.76,0.13,0.32,0.55,0.07,0.28,0.65,0.16,0.35,0.49,0.83,0.17,0.09,0.23,0.68,0.04,0.24,0.72,300 or more,0.33
170123,0.04,0.17,0.79,0.11,0.31,0.58,0.06,0.25,0.69,0.09,0.32,0.59,0.85,0.15,0.09,0.23,0.68,0.06,0.26,0.68,300 or more,0.38
170133,0.03,0.13,0.84,0.06,0.22,0.72,0.05,0.26,0.69,0.08,0.23,0.69,0.88,0.12,0.09,0.22,0.69,0.08,0.21,0.71,Between 100 and 299,0.33
170137,0.01,0.15,0.84,0.05,0.25,0.70,0.05,0.27,0.68,0.06,0.31,0.63,0.88,0.12,0.04,0.17,0.79,0.03,0.25,0.72,300 or more,0.37
170142,0.03,0.13,0.84,0.07,0.22,0.71,0.06,0.20,0.74,0.06,0.26,0.68,0.86,0.14,0.05,0.17,0.78,0.02,0.21,0.77,300 or more,0.41
170145,0.02,0.12,0.86,0.10,0.22,0.68,0.08,0.21,0.71,0.12,0.31,0.57,0.80,0.20,0.10,0.23,0.67,0.06,0.29,0.65,Between 100 and 299,0.32
170146,0.04,0.17,0.79,0.10,0.26,0.64,0.07,0.24,0.69,0.07,0.29,0.64,0.83,0.17,0.09,0.21,0.70,0.06,0.24,0.70,300 or more,0.34
170150,0.04,0.14,0.82,0.07,0.24,0.69,0.09,0.22,0.69,0.11,0.31,0.58,0.83,0.17,0.08,0.19,0.73,0.04,0.29,0.67,Between 100 and 299,0.32
170166,0.04,0.09,0.87,0.08,0.22,0.70,0.06,0.22,0.72,0.14,0.35,0.51,0.71,0.29,0.09,0.32,0.59,0.03,0.32,0.65,Fewer than 100,0.24
170175,0.02,0.17,0.81,0.11,0.27,0.62,0.06,0.24,0.70,0.13,0.37,0.50,0.77,0.23,0.10,0.30,0.60,0.04,0.37,0.59,300 or more,0.31
170176,0.04,0.17,0.79,0.13,0.29,0.58,0.06,0.26,0.68,0.11,0.34,0.55,0.87,0.13,0.10,0.23,0.67,0.07,0.23,0.70,300 or more,0.33
170182,0.04,0.17,0.79,0.12,0.32,0.56,0.08,0.26,0.66,0.14,0.29,0.57,0.86,0.14,0.11,0.24,0.65,0.07,0.26,0.67,300 or more,0.36
170183,0.02,0.11,0.87,0.06,0.21,0.73,0.06,0.22,0.72,0.06,0.24,0.70,0.86,0.14,0.06,0.15,0.79,0.03,0.14,0.83,300 or more,0.69
170185,0.02,0.15,0.83,0.06,0.23,0.71,0.05,0.24,0.71,0.06,0.26,0.68,0.90,0.10,0.05,0.16,0.79,0.04,0.15,0.81,300 or more,0.36
170186,0.02,0.13,0.85,0.05,0.16,0.79,0.04,0.20,0.76,0.10,0.30,0.60,0.80,0.20,0.03,0.11,0.86,0.01,0.11,0.88,300 or more,0.58
170187,0.02,0.11,0.87,0.01,0.12,0.87,0.04,0.20,0.76,0.03,0.20,0.77,0.89,0.11,0.01,0.09,0.90,0.01,0.05,0.94,300 or more,0.74
170188,0.01,0.12,0.87,0.03,0.13,0.84,0.03,0.22,0.75,0.07,0.29,0.64,0.93,0.07,0.03,0.08,0.89,0.01,0.11,0.88,300 or more,0.59
170190,0.02,0.08,0.90,0.04,0.07,0.89,0.06,0.11,0.83,0.02,0.10,0.88,0.92,0.08,0.02,0.10,0.88,0.02,0.09,0.89,Between 100 and 299,0.62
170191,0.03,0.16,0.81,0.05,0.26,0.69,0.05,0.24,0.71,0.10,0.34,0.56,0.81,0.19,0.06,0.25,0.69,0.03,0.23,0.74,300 or more,0.40
170194,0.06,0.09,0.85,0.02,0.09,0.89,0.06,0.20,0.74,0.00,0.06,0.94,0.87,0.13,0.05,0.18,0.77,0.02,0.15,0.83,Fewer than 100,0.30
170195,0.05,0.09,0.86,0.04,0.10,0.86,0.04,0.15,0.81,0.02,0.15,0.83,0.89,0.11,0.03,0.10,0.87,0.02,0.11,0.87,300 or more,0.54
170196,0.05,0.16,0.79,0.07,0.26,0.67,0.06,0.23,0.71,0.04,0.24,0.72,0.86,0.14,0.05,0.17,0.78,0.03,0.15,0.82,300 or more,0.54
170197,0.01,0.19,0.80,0.05,0.27,0.68,0.04,0.26,0.70,0.02,0.20,0.78,0.88,0.12,0.04,0.15,0.81,0.03,0.18,0.79,300 or more,0.38
170198,0.02,0.09,0.89,0.01,0.13,0.86,0.03,0.22,0.75,0.02,0.15,0.83,0.92,0.08,0.02,0.11,0.87,0.02,0.15,0.83,Between 100 and 299,0.54
170199,0.01,0.13,0.86,0.07,0.06,0.87,0.03,0.18,0.79,0.00,0.05,0.95,0.88,0.12,0.02,0.16,0.82,0.00,0.14,0.86,Fewer than 100,0.41
170200,0.02,0.12,0.86,0.05,0.21,0.74,0.04,0.20,0.76,0.03,0.22,0.75,0.82,0.18,0.04,0.10,0.86,0.02,0.10,0.88,300 or more,0.48
171300,,,,,,,,,,,,,,,,,,,,,Not Available,
171301,,,,,,,,,,,,,,,,,,,,,Not Available,
171302,,,,,,,,,,,,,,,,,,,,,Not Available,
171304,,,,,,,,,,,,,,,,,,,,,Not Available,
171306,,,,,,,,,,,,,,,,,,,,,Not Available,
171307,,,,,,,,,,,,,,,,,,,,,Not Available,
171310,,,,,,,,,,,,,,,,,,,,,Not Available,
171312,,,,,,,,,,,,,,,,,,,,,Not Available,
171313,,,,,,,,,,,,,,,,,,,,,Not Available,
171314,,,,,,,,,,,,,,,,,,,,,Not Available,
171315,,,,,,,,,,,,,,,,,,,,,Not Available,
171316,0.02,0.08,0.90,0.02,0.10,0.88,0.02,0.18,0.80,0.07,0.21,0.72,0.94,0.06,0.03,0.20,0.77,0.03,0.08,0.89,Fewer than 100,0.38
171317,,,,,,,,,,,,,,,,,,,,,Not Available,
171318,,,,,,,,,,,,,,,,,,,,,Not Available,
171319,,,,,,,,,,,,,,,,,,,,,Not Available,
171321,0.00,0.15,0.85,0.01,0.24,0.75,0.00,0.33,0.67,0.13,0.36,0.51,0.75,0.25,0.02,0.12,0.86,0.00,0.13,0.87,Fewer than 100,0.34
171322,,,,,,,,,,,,,,,,,,,,,Not Available,
171324,,,,,,,,,,,,,,,,,,,,,Not Available,
171325,,,,,,,,,,,,,,,,,,,,,Not Available,
171327,0.00,0.12,0.88,0.05,0.20,0.75,0.07,0.33,0.60,0.03,0.39,0.58,0.72,0.28,0.04,0.17,0.79,0.02,0.17,0.81,Fewer than 100,0.25
171328,,,,,,,,,,,,,,,,,,,,,Not Available,
171331,,,,,,,,,,,,,,,,,,,,,Not Available,
171333,,,,,,,,,,,,,,,,,,,,,Not Available,
171336,,,,,,,,,,,,,,,,,,,,,Not Available,
171337,0.01,0.11,0.88,0.00,0.08,0.92,0.00,0.19,0.81,0.03,0.29,0.68,0.95,0.05,0.00,0.11,0.89,0.00,0.23,0.77,Fewer than 100,0.38
171338,0.02,0.03,0.95,0.07,0.17,0.76,0.03,0.20,0.77,0.10,0.20,0.70,0.80,0.20,0.03,0.16,0.81,0.03,0.13,0.84,Fewer than 100,0.56
171339,,,,,,,,,,,,,,,,,,,,,Not Available,
171340,,,,,,,,,,,,,,,,,,,,,Not Available,
171341,,,,,,,,,,,,,,,,,,,,,Not Available,
171343,,,,,,,,,,,,,,,,,,,,,Not Available,
171344,0.05,0.07,0.88,0.02,0.23,0.75,0.08,0.20,0.72,0.04,0.30,0.66,0.77,0.23,0.06,0.15,0.79,0.02,0.18,0.80,Fewer than 100,0.32
171345,,,,,,,,,,,,,,,,,,,,,Not Available,
171346,,,,,,,,,,,,,,,,,,,,,Not Available,
171347,,,,,,,,,,,,,,,,,,,,,Not Available,
171348,,,,,,,,,,,,,,,,,,,,,Not Available,
171349,,,,,,,,,,,,,,,,,,,,,Not Available,
171350,,,,,,,,,,,,,,,,,,,,,Not Available,
171351,,,,,,,,,,,,,,,,,,,,,Not Available,
171352,,,,,,,,,,,,,,,,,,,,,Not Available,
171353,,,,,,,,,,,,,,,,,,,,,Not Available,
171354,0.02,0.08,0.90,0.07,0.18,0.75,0.06,0.26,0.68,0.09,0.23,0.68,0.81,0.19,0.05,0.17,0.78,0.01,0.24,0.75,Between 100 and 299,0.35
171355,,,,,,,,,,,,,,,,,,,,,Not Available,
171356,,,,,,,,,,,,,,,,,,,,,Not Available,
171357,,,,,,,,,,,,,,,,,,,,,Not Available,
171358,,,,,,,,,,,,,,,,,,,,,Not Available,
171359,,,,,,,,,,,,,,,,,,,,,Not Available,
171361,,,,,,,,,,,,,,,,,,,,,Not Available,
171364,,,,,,,,,,,,,,,,,,,,,Not Available,
171366,,,,,,,,,,,,,,,,,,,,,Not Available,
171367,,,,,,,,,,,,,,,,,,,,,Not Available,
171369,,,,,,,,,,,,,,,,,,,,,Not Available,
171370,,,,,,,,,,,,,,,,,,,,,Not Available,
171371,,,,,,,,,,,,,,,,,,,,,Not Available,
171372,,,,,,,,,,,,,,,,,,,,,Not Available,
171373,0.01,0.14,0.85,0.05,0.20,0.75,0.07,0.24,0.69,0.12,0.26,0.62,0.89,0.11,0.06,0.38,0.56,0.00,0.39,0.61,Fewer than 100,0.35
171374,,,,,,,,,,,,,,,,,,,,,Not Available,
171375,,,,,,,,,,,,,,,,,,,,,Not Available,
171376,0.05,0.12,0.83,0.06,0.23,0.71,0.06,0.23,0.71,0.13,0.38,0.49,0.80,0.20,0.02,0.21,0.77,0.00,0.19,0.81,Between 100 and 299,0.29
171377,,,,,,,,,,,,,,,,,,,,,Not Available,
171378,0.00,0.07,0.93,0.03,0.22,0.75,0.02,0.19,0.79,0.13,0.23,0.64,0.84,0.16,0.02,0.24,0.74,0.01,0.25,0.74,Between 100 and 299,0.31
171379,,,,,,,,,,,,,,,,,,,,,Not Available,
171380,0.02,0.10,0.88,0.04,0.20,0.76,0.02,0.20,0.78,0.03,0.24,0.73,0.91,0.09,0.02,0.14,0.84,0.01,0.17,0.82,300 or more,0.32
171381,0.00,0.12,0.88,0.03,0.25,0.72,0.03,0.21,0.76,0.01,0.32,0.67,0.92,0.08,0.01,0.23,0.76,0.03,0.19,0.78,Between 100 and 299,0.32
171382,,,,,,,,,,,,,,,,,,,,,Not Available,
171383,0.05,0.12,0.83,0.06,0.25,0.69,0.05,0.24,0.71,0.05,0.27,0.68,0.83,0.17,0.04,0.24,0.72,0.03,0.24,0.73,Between 100 and 299,0.32
173300,,,,,,,,,,,,,,,,,,,,,Not Available,
180001,0.06,0.16,0.78,0.10,0.24,0.66,0.07,0.22,0.71,0.14,0.33,0.53,0.85,0.15,0.08,0.27,0.65,0.07,0.25,0.68,300 or more,0.29
180002,0.00,0.09,0.91,0.05,0.15,0.80,0.06,0.19,0.75,0.08,0.24,0.68,0.86,0.14,0.05,0.19,0.76,0.03,0.22,0.75,300 or more,0.30
180004,0.03,0.07,0.90,0.08,0.18,0.74,0.04,0.20,0.76,0.08,0.26,0.66,0.82,0.18,0.09,0.23,0.68,0.05,0.27,0.68,300 or more,0.30
180005,0.03,0.10,0.87,0.13,0.23,0.64,0.11,0.19,0.70,0.15,0.30,0.55,0.75,0.25,0.14,0.24,0.62,0.07,0.30,0.63,300 or more,0.16
180009,0.04,0.14,0.82,0.08,0.22,0.70,0.04,0.22,0.74,0.07,0.26,0.67,0.85,0.15,0.05,0.20,0.75,0.02,0.19,0.79,300 or more,0.24
180010,0.03,0.16,0.81,0.13,0.24,0.63,0.06,0.23,0.71,0.07,0.29,0.64,0.85,0.15,0.09,0.19,0.72,0.05,0.21,0.74,300 or more,0.42
180011,0.02,0.12,0.86,0.04,0.19,0.77,0.04,0.18,0.78,0.03,0.21,0.76,0.86,0.14,0.03,0.14,0.83,0.02,0.14,0.84,300 or more,0.34
180012,0.03,0.16,0.81,0.13,0.28,0.59,0.07,0.24,0.69,0.15,0.34,0.51,0.83,0.17,0.10,0.27,0.63,0.05,0.29,0.66,300 or more,0.34
180013,0.04,0.15,0.81,0.10,0.27,0.63,0.07,0.24,0.69,0.07,0.30,0.63,0.88,0.12,0.06,0.22,0.72,0.04,0.21,0.75,300 or more,0.38
180016,0.07,0.17,0.76,0.13,0.26,0.61,0.09,0.28,0.63,0.12,0.33,0.55,0.77,0.23,0.13,0.29,0.58,0.08,0.38,0.54,300 or more,0.27
180017,0.04,0.17,0.79,0.07,0.21,0.72,0.08,0.24,0.68,0.07,0.28,0.65,0.79,0.21,0.10,0.23,0.67,0.03,0.33,0.64,300 or more,0.27
180018,0.03,0.14,0.83,0.09,0.25,0.66,0.04,0.26,0.70,0.14,0.32,0.54,0.86,0.14,0.09,0.22,0.69,0.04,0.27,0.69,300 or more,0.29
180019,0.04,0.12,0.84,0.10,0.28,0.62,0.07,0.21,0.72,0.06,0.27,0.67,0.86,0.14,0.07,0.25,0.68,0.06,0.30,0.64,300 or more,0.31
