provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zip_code,hrr,total_discharges,count_drgs,average_covered_charges,average_total_payments,latitude,longitude
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,46360,IN - Gary,2311,,25368.0752855634,8293.1985153662,41.7063905,-86.8993615
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,RI - Providence,3546,,38657.34166625,10902.089687125,41.7048743,-71.4784583
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,46545,IN - South Bend,4393,,29587.8211991489,9783.2407150532,41.7033453,-86.1790885
160032,SKIFF MEDICAL CENTER,204 NORTH 4TH AVENUE EAST,NEWTON,IA,50208,IA - Des Moines,553,,11272.82350205,5520.5394208,41.7026136,-93.0550894
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,46545,IN - South Bend,158,,21108.3980008,7651.0250576,41.6996656,-86.1764664
330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,NY - Albany,5919,,44731.9343224731,10605.2743526452,41.6944109,-73.9343245
140068,ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,IL - Chicago,781,28,30859.5845076429,8465.9713449643,41.693223,-87.624355
220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,2721,MA - Boston,1877,,14991.34059385,7984.6145789667,41.692171,-71.164744
360262,MERCY ST ANNE HOSPITAL,3404 SYLVANIA AVENUE,TOLEDO,OH,43623,OH - Toledo,1241,,37444.53434075,6262.3467225,41.6918396,-83.6253511
70029,BRISTOL HOSPITAL,BREWSTER RD,BRISTOL,CT,6010,CT - Hartford,1691,,23861.6493341071,8649.4821855357,41.6758208,-72.9314067
360068,TOLEDO HOSPITAL THE,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,OH - Toledo,4546,,51630.050418172,10305.3170158925,41.674261,-83.596403
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,IN - South Bend,4210,,34399.0678722667,9682.0416880111,41.6724038,-86.2539519
390104,KANE COMMUNITY HOSPITAL,4372 ROUTE 6,KANE,PA,16735,PA - Erie,337,,13132.2398711333,6917.6424986667,41.671959,-78.8170675
360112,MERCY ST VINCENT MEDICAL CENTER,2213 CHERRY STREET,TOLEDO,OH,43608,OH - Toledo,4303,,44744.6724648276,12232.4621888621,41.6689667,-83.5424201
140062,PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,IL - Blue Island,8211,99,37861.3463625253,9529.1019627778,41.6687555,-87.813948
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,IA - Iowa City,2241,,24359.1027610484,7479.7284930807,41.664111,-91.528407
360098,LAKE HEALTH,7590 AUBURN ROAD,CONCORD,OH,44077,OH - Cleveland,5678,,30993.1274042424,7855.1772531919,41.66317,-81.246959
70035,"HOSPITAL OF CENTRAL CONNECTICUT, THE",100 GRAND STREET,NEW BRITAIN,CT,6050,CT - Hartford,5465,,26291.2697256477,10532.1554445227,41.661065,-72.786708
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,IA - Iowa City,3520,,39716.4094306977,15131.1179455465,41.6609219,-91.5479994
140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,IL - Blue Island,3034,73,32684.9904554795,10148.3438874795,41.657514,-87.677808
220012,CAPE COD HOSPITAL,88 LEWIS BAY ROAD,HYANNIS,MA,2601,MA - Boston,6378,,18650.5627538211,11790.3766360842,41.6529945,-70.2748529
390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,PA - Erie,1797,,19816.3017601071,7794.4700449643,41.6420478,-80.1457865
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,46312,IN - Munster,1927,,21748.4997044921,8807.9171345714,41.6346599,-87.449011
360081,MERCY ST CHARLES HOSPITAL,2600 NAVARRE AVENUE,OREGON,OH,43616,OH - Toledo,1896,,36722.696737541,8516.6320747213,41.6338719,-83.485282
360259,BAY PARK COMMUNITY HOSPITAL,2801 BAY PARK DRIVE,OREGON,OH,43616,OH - Toledo,553,,30316.6960426087,5882.5684597826,41.6202688,-83.4833096
360048,UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,OH - Toledo,2411,,40470.9723859302,13890.7121639186,41.6178782,-83.6163207
150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,46320,IN - Munster,3081,,30681.0141710789,10101.9938358158,41.615442,-87.522462
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,IA - Des Moines,248,,9291.5607801667,7302.871929,41.615353,-93.6431729
390192,TYLER MEMORIAL HOSPITAL,880 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,PA - Sayre,351,,15170.7308772353,5457.1313561177,41.6148431,-93.7016279
150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,46350,IN - South Bend,1736,,34564.5093411667,7525.2239594833,41.61055,-86.725106
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,IL - Blue Island,5074,90,31810.9301718,9031.7465309889,41.6082462,-87.6609975
140301,OAK FOREST HOSPITAL,159TH & CICERO AVENUE,OAK FOREST,IL,60452,IL - Blue Island,11,1,10998.63636,3847.636364,41.6031924,-87.7364803
160024,IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,DES MOINES,IA,50316,IA - Des Moines,1540,,25556.931622549,8314.3651956275,41.6004317,-93.610857
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,IN - Gary,5397,,30093.5057066064,10469.5350693404,41.5994678,-87.3574184
160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,50314,IA - Des Moines,7535,,31357.15892439,9490.24752123,41.598856,-93.623443
360082,EUCLID HOSPITAL,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,OH - Cleveland,1716,,23620.4286172,6853.71162336,41.5975309,-81.5479189
530011,MEMORIAL HOSPITAL SWEETWATER COUNTY,1200 COLLEGE DRIVE,ROCK SPRINGS,WY,82901,UT - Salt Lake City,127,,17848.91232875,10059.270390625,41.5920491,-109.2435413
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,IA - Des Moines,5429,,33309.4719411458,9295.4861746146,41.588989,-93.633638
360075,UHHS RICHMOND HEIGHTS HOSPITAL,27100 CHARDON ROAD,RICHMOND HEIGHT,OH,44143,OH - Cleveland,832,,20491.6158545714,7992.1057712857,41.5812959,-81.4897946
70015,NEW MILFORD HOSPITAL,21 ELM ST,NEW MILFORD,CT,6776,CT - New Haven,662,,26282.9758266667,8455.8425802333,41.5807891,-73.4100136
390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,PA - Scranton,875,,14149.7120114545,7323.8606249091,41.576467,-75.260486
390095,MARIAN COMMUNITY HOSPITAL,100 LINCOLN AVENUE,CARBONDALE,PA,18407,PA - Scranton,571,,11875.858209,5618.87738804,41.5723478,-75.4967559
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,IL - Blue Island,3678,84,31762.5664052381,9499.3520504167,41.5672,-87.69566
160104,TRINITY BETTENDORF,4500 UTICA RIDGE ROAD,BETTENDORF,IA,52722,IA - Davenport,806,,20122.0374792963,7337.5805739259,41.565713,-90.519682
220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,MA - Boston,2629,,17302.0468227246,10343.3949680145,41.56412,-70.6219969
150026,IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,IN,46526,IN - South Bend,1397,,24996.2739481633,7329.1656116939,41.56341,-85.830526
70005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,CT - New Haven,3515,,45121.77059875,11674.17770105,41.559586,-73.059406
360090,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,OH - Toledo,3197,,22614.4078536875,8056.5655544375,41.557253,-83.681413
70020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,CT - Hartford,4363,,37631.34322125,10027.0702000125,41.5547865,-72.6481254
70016,SAINT MARYS HOSPITAL,56 FRANKLIN ST,WATERBURY,CT,6706,CT - New Haven,3438,,24094.7933225176,12685.3637501059,41.552782,-73.036691
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,IN - Munster,7453,,28339.276256701,9126.3925617423,41.550651,-87.506187
70017,MIDSTATE MEDICAL CENTER,435 LEWIS AVE,MERIDEN,CT,6450,CT - New Haven,2795,,24741.7917854054,10236.8690852432,41.548744,-72.8014819
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,IL - Joliet,4925,92,29722.8031665217,9051.3408136087,41.544463,-87.983788
70024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,CT - Hartford,3205,,20644.3598421299,9331.2959963377,41.543008,-72.0879851
160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,52803,IA - Davenport,5256,,25046.186344,8556.3136678111,41.541899,-90.556911
150165,FRANCISCAN PHYSICIANS HOSPITAL LLC,701 SUPERIOR AVE,MUNSTER,IN,46321,IN - Munster,79,,25198.48483,10185.7179475,41.538216,-87.512311
140007,PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,IL - Joliet,7921,98,46033.1887327551,9566.8554784796,41.5295609,-88.1347132
360101,HURON HOSPITAL,13951 TERRACE ROAD,CLEVELAND,OH,44112,OH - Cleveland,806,,25203.0474286562,9793.153477625,41.525222,-81.58267
140172,FRANCISCAN ST JAMES HEALTH,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,IL - Blue Island,7453,96,35479.0639853125,10918.2197208021,41.522827,-87.711114
360230,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHT,OH,44124,OH - Cleveland,5468,,29818.3092301809,8220.1013114043,41.5201268,-81.432907
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,46342,IN - Gary,3790,,25228.5402075542,8538.2115693856,41.512655,-87.261252
360192,UH GEAUGA MEDICAL CENTER,13207 RAVENNA RD,CHARDON,OH,44024,OH - Cleveland,1575,,28250.0080434545,7313.9585003273,41.50885,-81.190188
360137,UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVENUE,CLEVELAND,OH,44106,OH - Cleveland,5176,,37185.1850115054,13565.063667,41.5072304,-81.6071674
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains,3546,,39933.5824515294,10886.6309669882,41.5030708,-74.0151739
360180,CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,OH - Cleveland,8082,,48518.7075141053,12532.1851317158,41.5010882,-81.6212948
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,RI,2840,RI - Providence,1068,,21434.7297643513,9463.3774784595,41.4967904,-71.3045447
140275,GENESIS MEDICAL CENTER ILLINI CAMPUS,801 ILLINI DRIVE,SILVIS,IL,61282,IA - Davenport,1407,46,20015.8031881957,7355.1521521304,41.495809,-90.418714
360037,ST VINCENT CHARITY MEDICAL CENTER,2351 EAST 22ND STREET,CLEVELAND,OH,44115,OH - Cleveland,1132,,27671.600668225,10941.39290205,41.4957778,-81.6734631
150090,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,DYER,IN,46311,IN - Munster,2303,,30929.9542719403,8582.2165064627,41.492224,-87.524288
460017,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,UT - Ogden,18,,44617.66667,14885.5,41.491084,-112.025688
360087,LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,OH - Cleveland,871,,28652.3127466667,7776.9842278788,41.4879543,-81.7064429
360212,LAKEWOOD HOSPITAL,14519 DETROIT AVENUE,LAKEWOOD,OH,44107,OH - Cleveland,1919,,31454.520405,7477.7437225345,41.4847899,-81.7964889
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,IA - Davenport,5182,98,21757.6421633979,8480.2964565816,41.481999,-90.571578
360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,433 WEST HIGH STREET,BRYAN,OH,43506,IN - Fort Wayne,585,,15190.53005388,7531.39805936,41.474083,-84.556865
150035,PORTER VALPARAISO HOSPITAL,814 LAPORTE AVE,VALPARAISO,IN,46383,IN - Gary,4057,,40413.8845515909,9086.9365834318,41.4672895,-87.0513011
70039,MASONIC HOME AND HOSPITAL,22 MASONIC AVE,WALLINGFORD,CT,6492,CT - New Haven,273,,5888.8128991667,7308.38664475,41.4628121,-72.8364962
360059,METRO HEALTH MEDICAL CENTER,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,OH - Cleveland,2773,,24223.5005158902,14039.2469221219,41.4619589,-81.6974553
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,NE - Omaha,662,,14123.733052,8350.919554963,41.4532832,-97.3838187
360359,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3999 RICHMOND ROAD,BEACHWOOD,OH,44122,OH - Cleveland,494,,22566.730606,5400.80612408,41.4530706,-81.4954387
280077,FREMONT AREA MEDICAL CENTER,450 EAST 23RD ST,FREMONT,NE,68025,NE - Omaha,1158,,24657.4819161538,7450.0704138205,41.4515239,-96.4918423
360077,FAIRVIEW HOSPITAL,18101 LORAIN AVENUE,CLEVELAND,OH,44111,OH - Cleveland,4673,,37035.9529904396,9203.9007351978,41.4501274,-81.8239658
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,IN - Gary,123,,49160.0304498571,25936.0424872857,41.448139,-87.32808
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755,IN - Fort Wayne,402,,17191.2457457143,7133.4757614286,41.448027,-85.295743
360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HE,OH,44122,OH - Cleveland,2629,,27485.5089437681,8662.9971102029,41.447877,-81.537086
360025,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,OH - Cleveland,2993,,25662.5614520769,8536.8393276667,41.4463941,-82.7087028
330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,10940,NY - White Plains,6064,,46043.2108842553,10340.656174,41.4413785,-74.3682094
360172,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD,LORAIN,OH,44053,OH - Elyria,4285,,25702.9407962308,8413.6384435275,41.4368849,-82.237613
360123,ST JOHN MEDICAL CENTER,29000 CENTER RIDGE ROAD,WESTLAKE,OH,44145,OH - Cleveland,3608,,24966.6135580227,8955.5382180341,41.436532,-81.944514
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,IA - Iowa City,314,,16914.4167931579,8165.4848283684,41.433128,-91.054128
390154,ELK REGIONAL HEALTH CENTER,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,PA - Erie,1063,,12289.1318699429,5231.9615427429,41.4255868,-78.576052
360143,MARYMOUNT HOSPITAL,12300 MCCRACKEN ROAD,GARFIELD HEIGHT,OH,44125,OH - Cleveland,3443,,31347.6654131507,7073.1888593562,41.421116,-81.598084
390237,REGIONAL HOSPITAL OF SCRANTON,746 JEFFERSON AVENUE,SCRANTON,PA,18501,PA - Scranton,3582,,29134.0760268293,8350.3685677073,41.4127462,-75.6539795
390178,UPMC HORIZON,110 NORTH MAIN STREET,GREENVILLE,PA,16125,PA - Erie,1390,,18523.3522698627,6147.7673532353,41.4112669,-80.371664
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,RI - Providence,1078,,19180.00965575,6535.9182193,41.4111274,-71.5930997
390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE,SCRANTON,PA,18510,PA - Scranton,2051,,33317.378243871,8475.9344802097,41.411074,-75.650908
390122,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,PA - Erie,362,,7923.6794530625,8756.0446593125,41.4109912,-79.7501496
70033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,CT - New Haven,6002,,29685.6867542421,11687.7115986105,41.4047413,-73.4473914
390001,COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET,SCRANTON,PA,18510,PA - Scranton,3151,,29638.5623631765,8296.8682025059,41.40075,-75.6459403
360130,AMHERST HOSPITAL,254 CLEVELAND AVENUE,AMHERST,OH,44001,OH - Elyria,91,,12451.63029275,5841.6769175,41.399398,-82.224113
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,IN - Gary,3568,,24563.2937622907,8130.5363684651,41.395765,-87.366888
360115,UHHS BEDFORD MEDICAL CENTER,44 BLAINE AVENUE,BEDFORD,OH,44146,OH - Cleveland,1071,,25263.6031537778,6441.0942731111,41.394958,-81.534836
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven,2108,,35256.6370353448,8702.3317040862,41.384215,-73.663234
360041,PARMA COMMUNITY GENERAL HOSPITAL,7007 POWERS BOULEVARD,PARMA,OH,44129,OH - Cleveland,4998,,19180.4671485667,7679.8623400445,41.3826511,-81.7312692
360356,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",2390 ENTERPRISE DRIVE,FREMONT,OH,43420,OH - Toledo,17,,7185.823529,4827,41.3795689,-83.116772
360029,WOOD COUNTY HOSPITAL,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,OH - Toledo,591,,13274.1602601482,6079.4684447407,41.375763,-83.665562
360155,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIG,OH,44130,OH - Cleveland,4598,,32909.84752,7839.3161885714,41.370277,-81.831887
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,IL - Joliet,1504,52,30216.0030334615,8329.7281718269,41.3689652,-88.4253675
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,46706,IN - Fort Wayne,232,,13490.6126865455,5123.778796,41.368804,-85.035119
330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,12771,NJ - Morristown,1111,,38425.3980326087,9635.6669087174,41.36763,-74.681502
360145,EMH REGIONAL MEDICAL CENTER,630 EAST RIVER STREET,ELYRIA,OH,44035,OH - Elyria,4366,,20039.5441468494,7866.8895745269,41.366491,-82.09708
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,RI - Providence,1084,,16591.0772892368,6714.5323051316,41.361981,-71.824449
390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE,SENECA,PA,16346,PA - Erie,1865,,13317.7642058421,5785.6710316842,41.361158,-79.7006508
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,IL - Peoria,793,30,22470.2719276667,8184.7614239667,41.3560817,-88.8239379
360156,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,OH - Toledo,378,,18392.88831,5765.8735818421,41.339127,-83.134406
70007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,CT - New Haven,4215,,21689.0672455412,10122.4759626471,41.3372122,-72.1037793
70031,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,6418,CT - New Haven,1531,,25313.7728132,8745.89019048,41.3351213,-73.0882415
150076,SAINT JOSEPH'S REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,IN,46563,IN - South Bend,557,,18036.7384454,7319.4256513,41.3329825,-86.333354
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,IL - Peoria,960,33,18113.2212981818,5652.7148936061,41.3289214,-89.1930754
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,IL - Peoria,862,26,19113.6713,6091.1629735385,41.3287791,-89.1252001
390307,EDGEWOOD SURGICAL HOSPITAL,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,PA,16154,PA - Erie,35,,34429.97143,10748.17143,41.3284543,-80.432859
280133,"NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND STREET, SUITE 20300",OMAHA,NE,68122,NE - Omaha,166,,62591.6241666667,14121.20428,41.3218162,-96.0213261
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,6901 NORTH 72ND ST,OMAHA,NE,68122,NE - Omaha,1658,,34646.0670685185,8540.8711063333,41.3218162,-96.0213261
530025,IVINSON MEMORIAL HOSPITAL,255 N 30TH,LARAMIE,WY,82072,CO - Fort Collins,282,,17732.7529455556,11074.7834523333,41.3114678,-105.5574677
70001,HOSPITAL OF ST RAPHAEL,1450 CHAPEL ST,NEW HAVEN,CT,6511,CT - New Haven,6830,,41499.0184384375,12409.1601485833,41.310295,-72.943552
70022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,CT - New Haven,8750,,53603.2586903,16456.18918802,41.3039854,-72.9349751
330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains,2370,,42594.3295083871,10192.1902734032,41.29265,-73.892419
150102,INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,102 E CULVER RD,KNOX,IN,46534,IN - Gary,224,,17311.3638008333,5698.7838895,41.2881036,-86.6218868
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,OH,44811,OH - Cleveland,350,,14773.288563375,5384.3260600625,41.2854973,-82.8840511
360270,MERCY HOSPITAL OF DEFIANCE,1404 EAST SECOND STREET,DEFIANCE,OH,43512,IN - Fort Wayne,499,,14212.6704304444,5154.039135,41.2843919,-84.33944
220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,MA - Boston,11,,12245,5950.363636,41.275084,-70.101002
160047,JENNIE EDMUNDSON HOSPITAL,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,51503,NE - Omaha,1509,,23225.3838319574,7300.0764619362,41.2678567,-95.8350549
160028,ALEGENT HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51503,NE - Omaha,1612,,33094.0886279592,8951.9634708367,41.2673531,-95.8403293
280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,601 NORTH 30TH ST,OMAHA,NE,68131,NE - Omaha,1288,,70772.8636144444,13059.5160476296,41.2649083,-95.9561593
330205,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,NJ - Ridgewood,540,,32115.3366827273,6935.0885019091,41.261894,-74.3567082
390137,WILKES-BARRE GENERAL HOSPITAL,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,PA - Wilkes-Barre,6362,,40244.2008823158,8382.0077777895,41.2586036,-75.8672935
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,100O EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,PA - Wilkes-Barre,2962,,42129.9191097561,9333.5644572561,41.258546,-75.8104079
280040,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,68114,NE - Omaha,3593,,33665.7527180233,8970.234973407,41.2579686,-96.0416436
280131,MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,OMAHA,NE,68114,NE - Omaha,205,,47105.74341,12872.38160075,41.25751,-96.036634
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,NE - Omaha,4606,,37443.4896163542,11968.9994551667,41.2552231,-95.9789181
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,IN,46580,IN - Fort Wayne,926,,28601.4717927778,6070.6875520278,41.247864,-85.829274
390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,700 HIGH STREET,WILLIAMSPORT,PA,17701,PA - Danville,2969,,24719.6356046219,8715.5661474756,41.2454769,-77.0143846
530032,EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DR,EVANSTON,WY,82930,UT - Salt Lake City,69,,23949.101145,8631.7934065,41.242659,-110.990517
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,7500 MERCY RD,OMAHA,NE,68124,NE - Omaha,3380,,41386.6583268675,9953.5559624699,41.239275,-96.030982
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,NE - Omaha,1598,,33265.8331414445,7785.4761790556,41.2377133,-96.1805177
360055,TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET STREET,WARREN,OH,44482,OH - Youngstown,2595,,34430.8556274648,6998.5553711972,41.2354879,-80.798649
390211,SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,SHARON,PA,16146,OH - Youngstown,2433,,18116.8968830455,7132.1942086667,41.2329805,-80.4956424
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,NE - Omaha,392,,43437.79754,16930.479245,41.232734,-96.135383
360161,ST JOSEPH HEALTH CENTER,667 EASTLAND AVE SE,WARREN,OH,44481,OH - Youngstown,1975,,30174.9690756667,8561.27611765,41.230463,-80.777492
360065,FISHER-TITUS HOSPITAL,272 BENEDICT AVENUE,NORWALK,OH,44857,OH - Cleveland,1108,,15807.99282,5839.6656480233,41.2256991,-82.6049137
70019,"MILFORD HOSPITAL, INC",300 SEASIDE AVENUE,MILFORD,CT,6460,CT - New Haven,980,,22752.5829780556,8549.08427475,41.216457,-73.065254
310120,SAINT CLARE'S HOSPITAL/SUSSEX,20 WALNUT ST,SUSSEX,NJ,7461,NJ - Morristown,196,,37160.7583425,6499.6904976667,41.20714,-74.603477
70028,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,CT - Bridgeport,4563,,34639.5505090625,12018.2034446771,41.2004981,-73.2027826
330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,10549,NY - White Plains,2268,,23838.910184918,8958.0931162131,41.196771,-73.725717
390093,CLARION HOSPITAL,271 PERKINS ROAD,CLARION,PA,16214,PA - Pittsburgh,731,,8951.274829,6179.3352649259,41.1901732,-79.3993382
